採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
朴子溪流域,朴子溪,嘉義縣,松竹大橋,丙,2018/2/8 下午 12:03:00,1153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
朴子溪流域,朴子溪,嘉義縣,松竹大橋,丙,2018/1/9 上午 11:27:00,1153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/12/7 上午 10:06:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/11/1 下午 12:45:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/10/3 下午 12:33:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/9/10 上午 11:10:00,1301,1.0,32.1,26.1,8.51,366,--,8.4,104.5,<1.0,<4.0,17.9,2300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/8/6 下午 01:32:00,1301,1.0,35.2,30.5,8.82,271,--,8.5,115.7,<1.0,<4.0,7.2,1400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/7/13 上午 10:30:00,1301,1.0,34.4,27.1,8.59,329,--,8.4,107.2,<1.0,<4.0,2.7,900,0.01,--,0.033,--,1.11,--,<0.001,<0.003,<0.002,0.0007,<0.0003,0.001,0.011,<0.005,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/6/7 下午 12:29:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/5/8 上午 11:46:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/4/9 下午 01:05:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/3/1 上午 10:41:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/2/8 下午 12:18:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
朴子溪流域,朴子溪,嘉義縣,竹崎大橋,丙,2018/1/9 上午 11:52:00,1301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/12/7 上午 11:18:00,1154,3.8,26.3,26.4,7.82,1100,--,7.4,91.4,3.3,21.4,13.2,30000,6.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/11/1 下午 02:00:00,1154,3.8,24.6,24.3,7.72,966,--,7.4,89.0,4.1,20.1,14.4,32000,3.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/10/3 下午 02:13:00,1154,3.3,33.4,28.8,7.79,988,--,8.2,107.1,4.3,16.2,21.2,14000,1.64,--,0.505,--,5.00,--,<0.001,<0.003,<0.002,0.0056,<0.0003,0.003,0.094,0.480,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/9/10 下午 12:20:00,1154,1.5,33.0,27.5,8.01,374,--,7.4,94.2,<1.0,5.7,44.9,24000,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/8/6 下午 02:40:00,1154,3.3,34.9,28.9,8.11,420,--,7.3,95.6,<1.0,13.8,154,57000,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/7/13 上午 11:56:00,1154,1.5,35.6,29.5,7.91,471,--,6.6,88.1,<1.0,8.5,41.4,33000,0.37,--,0.430,--,2.50,--,<0.001,0.004,<0.002,0.0031,<0.0003,0.004,0.026,0.145,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/6/7 下午 02:13:00,1154,5.0,36.2,31.0,7.82,546,--,5.1,69.1,1.8,24.6,176,33000,1.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/5/8 下午 01:42:00,1154,9.0,33.2,29.6,7.80,854,--,4.2,55.3,16.0,111,105,560000,11.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/4/9 下午 02:10:00,1154,5.0,31.5,28.0,7.95,1230,--,9.5,121.1,7.6,28.0,30.7,60000,6.58,--,0.860,--,4.08,--,<0.001,0.003,<0.002,0.0105,<0.0003,0.006,0.161,0.407,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/3/1 下午 12:15:00,1154,4.3,31.5,25.2,7.71,1160,--,5.6,68.0,4.9,24.7,19.0,1200000,8.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/2/8 下午 01:28:00,1154,4.5,17.3,16.6,7.93,1060,--,7.6,77.9,5.2,26.8,14.3,490000,6.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義市,牛稠溪橋,丙,2018/1/9 下午 01:20:00,1154,5.5,13.8,17.7,7.96,556,--,6.1,64.1,6.1,30.3,35.2,270000,4.56,--,1.14,5.70,2.11,0.200,<0.001,0.003,<0.002,0.0041,<0.0003,0.010,0.198,0.177,<0.001,--,<0.001,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/12/7 下午 12:00:00,1155,5.8,29.7,25.6,7.80,1400,--,3.0,36.4,6.1,32.0,17.5,320000,9.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/11/1 下午 03:12:00,1155,6.3,25.0,23.1,7.90,1310,--,4.5,52.6,6.1,29.6,21.3,200000,6.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/10/3 下午 02:25:00,1155,4.3,33.0,27.9,7.95,1080,--,7.6,97.7,4.5,20.0,20.4,21000,4.45,--,0.720,--,2.69,--,<0.001,0.003,<0.002,0.0072,<0.0003,0.004,0.020,0.285,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/9/10 下午 01:30:00,1155,3.5,35.2,28.9,7.85,495,--,6.5,84.8,1.6,10.0,62.1,140000,1.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/8/6 下午 03:38:00,1155,5.0,34.6,30.0,7.74,409,--,5.8,77.8,2.3,22.0,275,130000,1.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/7/13 下午 12:50:00,1155,4.0,36.5,30.4,7.75,614,--,4.5,60.7,2.9,19.3,43.3,60000,1.94,--,0.730,--,1.90,--,<0.001,0.003,<0.002,0.0062,<0.0003,0.004,0.028,0.174,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/6/7 下午 03:10:00,1155,6.8,35.6,31.4,7.73,817,--,3.3,45.3,2.8,24.4,155,24000,3.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/5/8 下午 02:30:00,1155,6.3,32.8,28.7,7.74,756,--,2.3,30.0,14.6,49.2,28.8,1900000,10.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/4/9 下午 03:10:00,1155,5.0,31.4,25.0,8.00,1850,--,7.6,92.0,11.2,41.6,22.1,270000,14.8,--,2.36,--,0.80,--,<0.001,<0.003,<0.002,0.0122,<0.0003,0.001,0.010,0.403,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/3/1 下午 01:05:00,1155,5.8,30.1,23.9,7.80,1430,--,3.6,42.7,9.0,35.8,13.6,190000,12.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/2/8 下午 01:40:00,1155,5.0,17.4,15.6,7.84,1520,--,4.9,49.7,8.2,36.0,15.5,440000,9.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,月眉潭橋,丁,2018/1/9 下午 02:05:00,1155,7.3,15.7,17.4,7.79,627,--,4.6,47.8,18.5,68.6,85.0,2100000,6.46,--,1.29,7.65,2.40,0.179,<0.001,0.004,<0.002,0.0048,<0.0003,0.018,0.036,0.414,<0.001,--,<0.001,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/12/7 下午 12:10:00,1156,5.8,29.8,26.8,7.86,1200,--,6.5,81.3,5.4,28.6,52.7,5800,10.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/11/1 下午 03:20:00,1156,4.3,23.9,23.3,7.68,1350,--,6.9,81.0,4.4,30.0,35.3,1400,5.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/10/3 下午 03:35:00,1156,4.3,33.4,28.4,7.88,1130,--,6.8,87.1,4.3,21.4,30.0,1700,5.37,--,1.00,--,2.37,--,<0.001,0.004,<0.002,0.0100,<0.0003,0.004,0.014,0.311,<0.001,0.018,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/9/10 下午 01:40:00,1156,3.3,33.1,28.3,7.80,478,--,5.8,75.8,1.1,8.7,54.9,38000,0.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/8/6 下午 03:45:00,1156,5.0,35.4,30.5,7.85,448,--,5.1,69.2,1.9,23.7,244,120000,1.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/7/13 下午 01:35:00,1156,4.0,36.8,30.5,7.63,463,--,3.3,44.5,2.7,16.8,30.1,54000,1.89,--,0.680,--,2.13,--,<0.001,<0.003,<0.002,0.0070,<0.0003,0.004,0.016,0.166,<0.001,0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/6/7 下午 03:23:00,1156,4.8,35.2,32.1,7.71,642,--,2.1,28.8,2.6,23.1,78.8,4300,2.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/5/8 下午 03:05:00,1156,6.3,31.5,29.6,7.96,1470,--,3.0,39.2,13.9,64.4,45.9,390000,10.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/4/9 下午 03:20:00,1156,5.0,28.9,24.5,8.30,1890,--,8.1,96.7,12.6,49.6,46.6,2000,10.2,--,2.16,--,1.09,--,<0.001,<0.003,<0.002,0.0150,<0.0003,0.003,0.020,0.259,<0.001,0.025,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/3/1 下午 02:10:00,1156,5.0,32.5,24.7,7.95,1200,--,8.1,98.2,9.3,35.7,38.4,73000,9.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/2/8 下午 02:40:00,1156,4.3,17.7,15.4,7.94,1140,--,6.3,63.1,3.9,24.3,17.0,41000,7.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,介壽橋,丁,2018/1/9 下午 02:35:00,1156,6.3,13.9,17.9,7.77,859,--,3.3,34.9,6.0,33.4,40.6,510000,8.32,--,1.34,7.45,1.47,0.190,<0.001,0.004,0.006,0.0059,<0.0003,0.011,0.067,0.534,<0.001,--,<0.001,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/12/7 下午 01:40:00,1157,5.5,29.3,25.8,7.74,1580,--,2.8,33.9,4.2,21.2,42.7,130,6.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/11/1 下午 04:10:00,1157,5.5,23.7,23.5,7.68,1100,--,5.4,63.1,3.2,21.4,56.0,300,3.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/10/3 下午 04:15:00,1157,3.3,32.4,28.1,8.04,1040,--,8.4,107.7,3.6,20.0,46.3,300,2.34,--,0.705,--,2.64,--,<0.001,0.003,<0.002,0.0097,<0.0003,0.004,0.023,0.275,<0.001,0.014,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/9/10 下午 02:50:00,1157,3.3,33.0,28.4,7.80,441,--,5.4,69.5,<1.0,10.6,91.7,17000,0.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/8/6 下午 04:25:00,1157,5.8,35.3,31.1,7.86,420,--,4.2,56.6,1.2,11.8,114,19000,1.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/7/13 下午 02:20:00,1157,4.0,36.4,30.7,7.79,637,--,4.0,54.1,1.4,11.2,38.2,5500,1.37,--,0.600,--,2.27,--,<0.001,0.003,<0.002,0.0063,<0.0003,0.003,0.014,0.137,<0.001,0.006,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/6/7 下午 04:15:00,1157,4.0,34.5,33.2,8.22,2280,--,7.4,105.7,7.5,58.8,45.7,1500,1.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/5/8 下午 03:55:00,1157,3.3,31.0,30.3,8.01,3520,--,4.7,63.7,7.5,37.2,46.2,450,0.40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/4/9 下午 04:20:00,1157,5.8,29.8,24.6,8.14,2740,--,7.7,92.7,6.8,36.8,52.5,<10,5.64,--,1.77,--,2.18,--,<0.001,0.005,<0.002,0.0183,<0.0003,0.005,0.021,0.398,<0.001,0.023,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/3/1 下午 02:20:00,1157,5.0,30.5,25.6,7.82,1120,--,8.0,98.0,5.3,25.8,38.9,540,10.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/2/8 下午 02:50:00,1157,3.8,17.5,15.0,8.01,1240,--,7.7,76.7,3.1,22.8,15.0,2100,8.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,朴子溪橋,丁,2018/1/9 下午 02:55:00,1157,5.8,15.7,18.6,7.78,1070,--,2.3,24.5,5.4,30.7,16.7,22000,11.0,--,1.57,7.75,1.26,0.249,<0.001,<0.003,<0.002,0.0079,<0.0003,0.005,0.060,0.405,<0.001,--,<0.001,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/12/7 下午 04:40:00,1158,2.8,23.8,23.8,7.98,24800,--,6.6,85.3,1.6,12.0,23.7,1200,2.20,8490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/11/1 上午 10:50:00,1158,3.3,22.7,22.1,7.96,20100,--,6.0,74.1,1.3,12.2,33.0,200,1.12,7070,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/10/3 上午 11:00:00,1158,2.0,29.8,27.1,7.99,19000,--,6.8,90.3,1.7,9.9,29.8,200,0.96,6700,0.314,--,1.74,--,<0.001,<0.003,<0.002,0.0072,<0.0003,0.006,0.011,0.160,<0.001,<0.005,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/9/10 下午 05:10:00,1158,4.3,31.6,27.4,7.81,1880,--,6.2,78.7,1.3,29.8,188,17000,0.60,486,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/8/6 上午 11:37:00,1158,4.8,33.5,31.9,7.80,827,--,3.6,50.0,1.7,17.2,52.9,1100,2.00,96.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/7/13 下午 04:50:00,1158,4.0,33.0,30.5,7.87,2100,--,5.5,74.4,1.6,15.4,68.1,1100,1.64,439,0.418,--,2.20,--,<0.001,0.003,<0.002,0.0067,<0.0003,0.003,0.018,0.160,<0.001,0.007,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/6/7 上午 11:00:00,1158,1.5,34.9,32.3,7.95,26900,--,7.0,105.8,2.5,16.5,25.7,10,0.36,9360,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/5/8 上午 10:20:00,1158,2.0,28.6,28.6,7.81,38800,--,5.0,73.7,1.7,12.4,13.9,4500,0.61,14300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/4/9 上午 11:40:00,1158,2.8,30.5,22.8,7.81,29200,--,5.7,73.6,1.4,10.0,12.2,<10,2.21,11400,0.700,--,0.80,--,<0.001,<0.003,<0.002,0.0103,<0.0003,0.003,0.013,0.287,<0.001,0.006,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/3/1 下午 03:20:00,1158,2.8,29.5,23.5,7.59,30800,--,7.5,98.0,1.6,11.5,36.8,1400,2.69,12000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/2/8 上午 10:10:00,1158,3.8,14.4,13.1,8.20,14800,--,8.9,88.9,3.2,21.2,16.2,850,7.00,4820,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
朴子溪流域,朴子溪,嘉義縣,東石大橋,丁,2018/1/9 上午 09:57:00,1158,6.3,12.8,17.6,7.81,5420,--,2.8,29.5,5.8,33.6,25.7,2500,6.17,1360,1.77,2.72,4.58,0.893,<0.001,<0.003,<0.002,0.0131,<0.0003,0.005,0.028,0.618,<0.001,--,<0.001,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/12/5 下午 12:30:00,1661,5.3,30.4,26.9,7.65,748,--,2.4,29.5,11.0,30.0,20.8,330000,2.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/11/6 下午 01:20:00,1661,3.5,28.7,29.9,7.68,746,--,3.7,48.8,2.9,10.6,17.3,3000000,1.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/10/4 下午 03:10:00,1661,4.0,28.4,28.2,7.76,655,--,5.9,75.4,7.3,21.5,19.8,750000,1.94,--,0.580,--,1.66,--,<0.001,<0.003,<0.002,0.0059,<0.0003,0.003,0.017,1.30,<0.001,0.087,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/9/3 下午 03:30:00,1661,4.5,34.4,32.0,7.50,497,--,5.9,81.2,5.5,20.8,45.7,250000,1.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/8/6 下午 02:00:00,1661,4.8,33.0,30.8,7.70,355,--,5.6,75.2,4.3,19.4,200,410000,0.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/7/10 上午 11:50:00,1661,4.5,32.1,31.0,7.60,525,--,4.4,59.5,4.8,22.2,37.4,680000,2.05,--,3.70,--,<0.01,--,<0.001,<0.003,<0.002,0.0056,<0.0003,0.001,0.008,0.330,<0.001,0.007,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/6/21 下午 02:40:00,1661,6.3,27.5,27.3,7.48,342,--,5.7,72.6,6.3,21.9,101,310000,1.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/5/7 下午 04:10:00,1661,7.8,31.2,31.6,7.62,1170,--,0.0,0.4,27.0,69.8,14.6,24000000,7.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/4/3 上午 11:50:00,1661,7.8,30.9,28.5,7.60,1020,--,0.9,11.4,22.1,58.2,14.3,6500000,6.43,--,3.91,--,0.03,--,<0.001,<0.003,<0.002,0.0056,<0.0003,0.002,0.018,1.08,<0.001,0.019,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/3/1 下午 01:30:00,1661,7.3,29.3,27.0,7.54,886,--,1.5,19.0,14.3,67.8,28.5,4100000,8.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/2/8 下午 12:20:00,1661,7.3,16.4,16.0,7.56,850,--,3.0,30.4,25.5,69.4,22.4,2700000,6.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,三疊溪,嘉義縣,和平橋,丙,2018/1/5 下午 01:30:00,1661,5.0,24.3,22.3,7.54,638,--,4.6,53.4,8.4,22.1,19.8,820000,7.10,--,1.25,6.55,1.22,0.408,<0.001,<0.003,<0.002,0.0066,<0.0003,0.004,0.018,0.453,<0.001,--,<0.001,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2018/3/1 上午 11:10:00,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2018/2/8 上午 10:20:00,1300,3.5,17.9,18.1,7.47,1180,--,9.3,98.4,13.5,61.1,15.3,470000,1.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,斗山橋,乙,2018/1/5 上午 11:02:00,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/12/5 上午 09:40:00,1147,1.0,28.6,24.8,7.78,617,--,8.5,102.6,1.9,6.9,10.4,5900,0.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/11/6 上午 09:40:00,1147,1.5,28.2,27.0,7.95,540,--,8.7,108.8,3.9,7.4,16.8,220000,0.30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/10/4 上午 09:30:00,1147,3.8,27.0,26.0,7.88,578,--,7.8,97.1,4.2,17.9,164,9900,0.23,--,0.325,--,2.61,--,<0.001,<0.003,<0.002,0.0013,<0.0003,<0.001,0.004,0.024,<0.001,0.008,--,--,--,--,--
北港溪流域,北港溪(雲),雲林縣,石榴班橋,乙,2018/9/3 下午 12:00:00,1147,2.0,32.7,32.1,7.72,603,--,8.6,120.6,4.0,17.7,38.7,32000,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
