採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/7/4 下午 02:35:00,1063,3.5,34.0,33.3,8.15,1710,--,8.2,115.7,5.2,47.7,6.8,160000,2.42,--,0.745,--,5.38,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.004,0.011,0.093,<0.001,0.009,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/6/1 下午 02:35:00,1063,5.8,31.0,29.6,8.14,2220,--,2.3,30.3,14.4,88.7,18.6,210000,7.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/5/8 下午 02:55:00,1063,4.0,29.0,27.3,7.50,306,--,6.5,82.6,13.4,48.4,42.0,250000,1.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/4/9 下午 02:35:00,1063,4.8,24.5,29.3,8.08,1200,--,3.8,49.6,9.7,66.4,15.6,220000,1.66,--,0.796,--,0.21,--,<0.001,0.003,<0.002,0.0020,<0.0003,0.003,0.024,0.089,<0.001,0.012,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/3/9 下午 02:35:00,1063,4.0,14.4,18.0,8.12,837,--,8.8,93.4,6.3,45.3,26.7,26000,1.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/2/8 下午 02:45:00,1063,3.5,13.0,14.3,7.74,507,--,9.5,92.8,10.7,34.0,17.9,25000,1.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/1/12 下午 03:30:00,1063,5.5,15.1,14.2,7.46,743,--,8.1,78.4,20.7,56.4,19.3,390000,3.40,--,0.799,14.9,2.74,0.384,<0.001,0.005,<0.002,0.0013,<0.0003,0.005,0.022,0.070,<0.001,--,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/12/6 上午 09:25:00,1053,5.5,28.0,22.2,7.10,335,--,5.8,67.0,13.4,32.1,27.3,150000,7.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/11/7 上午 09:25:00,1053,5.0,24.0,23.8,7.07,287,--,6.3,75.8,5.5,17.3,2.2,190000,4.30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/10/4 上午 08:55:00,1053,2.8,21.0,22.8,7.14,382,--,7.9,91.9,6.8,28.3,38.8,170000,0.48,--,0.194,--,1.24,--,<0.001,<0.003,<0.002,0.0012,<0.0003,0.003,0.015,0.083,<0.001,<0.005,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/9/6 上午 08:55:00,1053,3.5,28.0,28.1,6.92,265,--,6.7,87.1,6.2,17.7,4.4,330000,2.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/8/9 上午 08:55:00,1053,5.0,31.0,27.8,7.08,318,--,6.4,81.7,5.4,28.3,5.3,70000,4.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/7/4 上午 09:15:00,1053,4.3,28.5,26.5,7.10,278,--,6.3,80.7,4.6,13.4,3.3,120000,3.02,--,0.562,--,1.97,--,<0.001,<0.003,<0.002,0.0008,<0.0003,0.001,0.007,0.034,<0.001,<0.005,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/6/1 上午 08:25:00,1053,6.3,24.7,24.5,7.10,311,--,3.6,43.0,5.8,35.0,45.5,30000,5.40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/5/18 上午 08:26:00,1053,4.5,28.6,26.0,7.16,311,--,7.1,88.2,6.2,28.1,10.4,290000,3.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/4/9 上午 08:37:00,1053,4.5,21.2,19.0,7.01,278,--,6.7,73.1,6.4,22.3,13.3,68000,4.68,--,0.662,--,0.92,--,<0.001,0.004,<0.002,0.0011,<0.0003,0.003,0.016,0.065,<0.001,<0.005,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/3/9 上午 10:40:00,1053,3.5,13.0,17.7,7.00,262,--,9.0,96.2,8.5,26.8,10.3,61000,1.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/2/8 上午 07:55:00,1053,2.8,10.0,12.2,6.87,201,--,9.0,84.1,3.7,12.3,6.5,61000,1.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2018/1/12 上午 08:55:00,1053,3.5,10.4,13.7,6.84,240,--,7.8,76.1,7.0,19.2,5.7,76000,2.34,--,0.415,5.63,2.26,0.125,<0.001,<0.003,<0.002,0.0004,<0.0003,0.002,0.012,0.037,<0.001,--,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/12/6 上午 10:55:00,1054,6.5,30.0,24.4,8.16,923,--,4.6,54.5,15.5,33.5,21.3,1300000,5.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/11/7 上午 10:55:00,1054,2.8,26.0,24.6,8.24,592,--,9.6,116.6,3.4,15.7,4.6,60000,1.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/10/4 上午 10:30:00,1054,4.0,22.0,22.2,7.35,514,--,8.0,91.3,10.0,28.9,41.5,450000,1.82,--,0.652,--,4.74,--,<0.001,0.003,<0.002,0.0012,<0.0003,0.017,0.043,0.234,<0.001,0.013,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/9/6 上午 10:25:00,1054,1.0,32.0,29.0,7.37,424,--,8.0,105.5,2.4,16.1,4.6,800000,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/8/9 上午 10:25:00,1054,5.0,33.0,29.0,7.64,745,--,5.8,77.3,7.4,28.1,18.8,77000,3.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/7/4 上午 10:45:00,1054,1.0,32.0,29.0,7.97,592,--,10.9,146.4,2.8,14.8,4.5,68000,0.40,--,0.629,--,0.96,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.006,0.012,0.045,<0.001,0.014,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/6/1 上午 09:55:00,1054,2.8,24.6,27.0,7.43,503,--,6.5,81.7,4.9,25.0,11.1,14000,1.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/5/18 上午 09:56:00,1054,3.8,29.5,32.0,7.57,496,--,6.2,85.1,18.9,48.4,9.9,15000,0.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/4/9 上午 10:05:00,1054,1.5,23.5,21.4,7.73,483,--,10.3,117.6,4.5,18.9,14.9,13000,0.30,--,0.456,--,1.03,--,<0.001,0.003,<0.002,0.0015,<0.0003,0.009,0.016,0.103,<0.001,0.007,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/3/9 下午 12:05:00,1054,4.0,14.0,17.1,7.39,316,--,9.7,100.9,8.2,29.2,30.6,290000,1.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/2/8 上午 09:25:00,1054,2.8,11.0,12.8,7.25,313,--,9.8,94.4,3.2,18.7,10.9,250000,1.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2018/1/12 上午 10:25:00,1054,2.8,19.5,13.2,7.22,415,--,9.8,94.5,6.6,20.6,5.0,25000,0.80,--,0.401,6.14,4.06,0.247,<0.001,<0.003,<0.002,0.0006,<0.0003,0.024,0.019,0.038,<0.001,--,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/12/6 下午 12:55:00,1055,5.8,25.0,25.9,7.63,1040,--,6.7,83.5,11.0,35.6,62.2,180000,4.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/11/7 下午 12:55:00,1055,6.3,26.0,26.7,7.62,1010,--,5.3,66.0,11.1,32.5,89.5,270000,5.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/10/4 下午 01:30:00,1055,4.5,21.0,22.5,7.49,645,--,7.2,83.1,8.5,30.3,15.3,410000,3.71,--,1.15,--,6.26,--,<0.001,0.004,<0.002,0.0011,<0.0003,0.039,0.079,0.093,0.001,0.017,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/9/6 上午 11:15:00,1055,3.5,31.5,29.0,7.47,734,--,6.5,84.3,5.2,23.7,14.6,120000,1.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/8/9 上午 11:15:00,1055,5.5,32.8,29.7,7.57,1040,--,4.9,66.0,8.8,31.9,20.1,470000,4.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/7/4 上午 11:35:00,1055,2.8,30.5,27.8,7.73,859,--,7.0,90.3,4.4,18.6,6.9,160000,2.76,--,0.819,--,6.04,--,<0.001,<0.003,<0.002,0.0024,<0.0003,0.020,0.031,0.067,<0.001,0.011,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/6/1 上午 10:45:00,1055,5.8,25.0,25.0,7.51,569,--,6.9,84.2,11.0,43.4,51.0,630000,3.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/5/18 上午 10:45:00,1055,4.5,30.2,28.0,7.70,913,--,6.5,84.0,9.7,28.8,19.5,300000,4.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/4/9 下午 01:27:00,1055,5.0,23.9,23.3,7.66,878,--,6.8,81.0,10.3,40.3,25.8,200000,4.27,--,0.956,--,3.10,--,<0.001,0.007,<0.002,0.0017,<0.0003,0.057,0.081,0.147,<0.001,0.019,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/3/9 下午 01:27:00,1055,4.0,14.4,17.6,7.61,561,--,9.1,96.0,7.6,38.8,36.7,250000,2.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/2/8 下午 12:55:00,1055,4.0,14.0,14.7,7.46,505,--,9.6,96.1,9.3,30.8,39.6,130000,2.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2018/1/12 上午 11:15:00,1055,4.0,13.1,15.0,7.64,596,--,9.8,98.0,5.4,20.8,36.1,40000,1.93,--,0.386,5.26,5.20,0.361,<0.001,0.008,<0.002,0.0010,<0.0003,0.031,0.068,0.095,<0.001,--,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/12/6 下午 01:45:00,1056,5.0,26.0,25.7,7.62,1140,--,7.5,92.2,11.0,30.8,24.6,49000,5.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/11/7 下午 01:45:00,1056,4.5,26.0,28.3,7.89,689,--,8.2,105.1,8.0,24.7,19.0,43000,3.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/10/4 下午 02:10:00,1056,4.0,22.0,22.7,7.52,806,--,7.4,84.7,7.1,28.1,24.1,170000,1.77,--,1.24,--,9.73,--,<0.001,0.004,<0.002,0.0013,<0.0003,0.038,0.053,0.103,<0.001,0.013,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/9/6 下午 02:10:00,1056,2.5,31.0,30.0,7.39,731,--,5.7,75.0,3.9,19.7,19.4,26000,0.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/8/9 下午 01:20:00,1056,3.5,32.6,33.6,8.32,654,--,9.9,142.5,6.1,20.1,7.1,10000,1.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/7/4 下午 01:15:00,1056,2.0,32.0,32.4,8.58,1170,--,12.0,169.7,3.4,20.4,5.5,6100,0.97,--,0.892,--,6.05,--,<0.001,<0.003,<0.002,0.0022,<0.0003,0.024,0.023,0.051,<0.001,0.008,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/6/1 下午 12:35:00,1056,3.5,25.2,28.0,8.03,2690,--,8.9,116.3,5.7,50.4,18.9,14000,2.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/5/18 下午 12:37:00,1056,3.5,32.4,35.6,8.25,1160,--,9.6,141.2,5.3,30.5,10.4,3300,2.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/4/9 下午 02:18:00,1056,3.5,24.2,27.8,8.11,1280,--,10.0,128.0,6.8,26.9,14.8,4400,1.85,--,0.606,--,5.93,--,<0.001,<0.003,<0.002,0.0012,<0.0003,0.044,0.021,0.089,<0.001,0.007,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/3/9 下午 02:18:00,1056,4.0,14.2,17.7,7.54,558,--,9.3,97.9,12.0,34.8,23.7,74000,1.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/2/8 下午 01:45:00,1056,3.5,14.0,15.1,7.48,506,--,9.4,95.0,8.2,22.7,13.2,7700,1.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,公園橋上游(原為青埔橋),丙,2018/1/12 下午 02:05:00,1056,2.3,13.8,16.0,7.62,622,--,9.6,97.0,2.5,17.7,11.0,24000,1.23,--,0.319,4.96,5.86,0.373,<0.001,0.003,<0.002,0.0007,<0.0003,0.019,0.040,0.055,<0.001,--,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/12/6 下午 02:35:00,1057,3.3,24.0,25.1,7.60,899,--,5.7,68.2,6.1,23.0,16.7,24000,0.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/11/7 下午 02:35:00,1057,2.8,25.0,28.1,7.71,578,--,6.5,82.9,5.5,22.9,10.4,44000,0.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/10/4 下午 03:00:00,1057,2.5,23.0,22.5,7.52,682,--,6.0,69.4,4.2,22.1,9.4,35000,0.63,--,0.671,--,7.96,--,<0.001,<0.003,<0.002,0.0012,<0.0003,0.015,0.030,0.037,<0.001,0.008,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/9/6 下午 02:55:00,1057,1.0,33.0,32.0,8.04,521,--,7.6,103.2,2.9,19.9,4.1,18000,0.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/8/9 下午 02:05:00,1057,4.0,33.0,34.5,8.00,724,--,6.3,91.2,5.2,26.1,17.1,45000,1.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/7/4 下午 02:05:00,1057,2.0,32.0,32.0,8.72,642,--,9.0,125.7,3.2,17.6,4.8,33000,0.61,--,0.590,--,1.98,--,<0.001,<0.003,<0.002,0.0026,<0.0003,0.007,0.010,0.035,<0.001,0.005,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/6/1 下午 01:25:00,1057,5.0,26.0,26.6,7.69,635,--,4.9,60.9,6.3,25.6,12.3,60000,4.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/5/18 下午 01:30:00,1057,1.5,32.7,34.4,8.56,683,--,9.1,130.1,3.0,21.2,5.6,5600,0.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/4/9 下午 03:08:00,1057,4.0,24.4,26.6,7.66,637,--,6.3,78.2,8.1,23.3,12.3,11000,1.01,--,0.488,--,1.83,--,<0.001,<0.003,<0.002,0.0013,<0.0003,0.008,0.014,0.075,<0.001,<0.005,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/3/9 下午 03:07:00,1057,3.3,15.7,17.9,7.62,516,--,8.7,92.1,8.8,14.3,37.9,44000,0.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/2/8 下午 02:40:00,1057,2.8,14.0,15.3,7.29,469,--,9.9,99.3,7.1,18.7,12.0,56000,0.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,中正橋,丙,2018/1/12 下午 02:55:00,1057,1.5,12.6,15.4,7.66,586,--,9.2,92.3,2.9,16.7,5.7,15000,0.84,--,0.374,4.82,6.04,0.319,<0.001,<0.003,<0.002,0.0006,<0.0003,0.016,0.038,0.032,<0.001,--,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/12/6 上午 10:15:00,1296,4.0,28.5,25.1,7.62,1900,--,7.0,85.2,7.1,42.6,35.4,110000,1.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/11/7 上午 10:15:00,1296,4.5,27.0,26.3,7.72,1660,--,6.5,80.4,14.7,42.4,12.4,37000,3.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/10/4 上午 09:45:00,1296,3.3,22.0,23.1,7.44,1570,--,6.1,70.9,4.8,34.5,10.1,160000,1.16,--,3.23,--,18.2,--,<0.001,0.005,<0.002,0.0017,<0.0003,0.123,0.190,0.088,<0.001,0.051,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/9/6 上午 09:45:00,1296,3.5,30.0,29.5,7.71,1640,--,7.4,99.3,6.3,27.1,10.1,160000,1.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/8/9 上午 09:45:00,1296,2.8,30.4,30.4,7.88,1830,--,7.2,97.9,5.6,44.1,17.6,48000,0.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/7/4 上午 10:05:00,1296,5.0,29.0,27.7,7.56,1890,--,6.9,89.0,5.0,35.2,22.8,38000,3.79,--,1.44,--,19.2,--,<0.001,0.015,<0.002,0.0066,<0.0003,0.114,0.147,0.185,<0.001,0.038,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/6/1 上午 09:15:00,1296,3.8,24.8,26.0,7.46,1780,--,4.6,57.7,4.8,40.4,41.8,20000,1.64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/5/18 上午 09:15:00,1296,4.5,29.2,28.4,7.65,1780,--,6.3,81.2,12.5,40.4,29.8,25000,1.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/4/9 上午 09:25:00,1296,3.5,22.4,21.6,7.50,1820,--,6.6,75.1,7.0,41.9,18.7,16000,2.53,--,1.21,--,9.43,--,<0.001,0.008,<0.002,0.0020,<0.0003,0.185,0.245,0.182,<0.001,0.050,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/3/9 上午 11:27:00,1296,4.5,13.4,18.2,7.59,1290,--,8.8,93.6,10.8,43.1,19.9,400000,3.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/2/8 上午 08:45:00,1296,5.0,10.5,14.0,7.51,690,--,8.6,85.1,18.1,39.0,21.8,57000,2.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,平鎮第一號橋,丙,2018/1/12 上午 09:45:00,1296,2.8,21.2,15.4,7.52,671,--,9.3,93.3,3.5,18.6,61.6,16000,0.23,--,0.376,5.54,5.99,0.485,<0.001,0.007,<0.002,0.0010,<0.0003,0.046,0.102,0.130,<0.001,--,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/12/6 下午 03:50:00,1058,4.0,22.0,25.2,7.49,1800,--,5.2,62.3,5.3,32.8,15.8,110000,1.99,192,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/11/7 下午 04:05:00,1058,5.0,25.0,27.6,9.25,1950,--,5.1,65.3,5.4,26.1,12.2,150000,3.83,206,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/10/4 上午 11:30:00,1058,3.3,22.0,23.0,8.11,1540,--,5.8,67.0,4.0,22.3,10.1,73000,1.64,155,0.758,--,6.36,--,<0.001,<0.003,<0.002,0.0013,<0.0003,0.038,0.121,0.093,<0.001,0.015,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/9/6 下午 01:20:00,1058,2.8,31.0,31.9,7.80,1380,--,7.7,105.4,3.2,20.3,6.3,200000,1.46,127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/8/9 下午 03:00:00,1058,4.3,33.1,33.6,7.88,2270,--,6.2,87.9,4.6,32.7,8.0,210000,5.25,230,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/7/4 上午 08:00:00,1058,5.8,27.0,28.5,7.33,2720,--,3.1,40.8,5.1,30.4,10.2,48000,4.17,280,0.514,--,1.23,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.038,0.310,0.211,<0.001,0.015,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/6/1 上午 06:50:00,1058,6.8,25.1,27.9,7.31,3650,--,1.7,22.3,7.5,50.0,11.5,390000,5.20,313,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/5/18 上午 06:52:00,1058,5.8,28.1,28.9,7.34,3070,--,3.6,46.6,7.1,39.0,9.7,32000,8.99,290,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/4/9 上午 11:10:00,1058,3.8,24.2,23.9,7.70,2400,--,7.8,93.3,4.5,33.3,17.1,320000,4.52,128,1.11,--,2.18,--,<0.001,0.003,<0.002,0.0016,<0.0003,0.076,0.067,0.137,<0.001,0.054,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/3/9 上午 09:30:00,1058,4.0,13.3,14.9,7.60,853,--,9.0,88.6,7.0,26.5,24.9,640000,2.15,79.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/2/8 上午 10:45:00,1058,4.0,14.5,14.7,7.56,732,--,9.6,94.7,10.2,26.2,20.2,5400000,2.02,65.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2018/1/12 下午 01:17:00,1058,2.8,14.1,15.5,7.60,1080,--,8.9,88.9,4.7,23.1,8.3,18000,1.92,84.4,1.03,6.65,5.59,0.354,<0.001,<0.003,<0.002,0.0007,<0.0003,0.028,0.102,0.057,<0.001,--,<0.001,--,--,--,--
南崁溪流域,茄苳溪(桃),桃園市,桃46新興路橋,丙,2018/12/6 上午 10:26:00,1675,5.0,28.0,23.4,7.82,757,--,6.1,72.5,6.3,26.5,8.0,370000,4.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
