採樣分區,縣市,測站名稱,水體分類等級,採樣日期,測站編號,卡爾森指數,採樣深度,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,透明度,葉綠素a,總磷,正磷酸鹽,濁度,懸浮固體,化學需氧量,氨氮,總硬度,總鹼度,硝酸鹽氮,亞硝酸鹽氮,總有機碳,有機氮,總凱氏氮,備註
,,,,,,,m,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,m,μg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
霧社水庫,南投縣,霧社水庫一,甲,2017/6/22 上午 09:10:00,2140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,測點淤積或異物堆置無法採樣
霧社水庫,南投縣,霧社水庫一,甲,2017/6/22 上午 09:10:00,2140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,測點淤積或異物堆置無法採樣
霧社水庫,南投縣,霧社水庫一,甲,2017/5/8 上午 10:02:00,2140,47,0.5,27.4,25.7,8.6,323,--,9.7,134.2,1.3,4.9,0.012,--,5.7,6.4,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/5/8 上午 10:19:00,2140,--,20.7,27.4,18.0,8.2,287,--,8.4,99.4,--,0.3,0.013,--,2.9,2.8,<4.0,0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/5/8 上午 10:27:00,2140,--,26.6,27.4,17.8,8.1,286,--,8.4,98.4,--,0.1,0.011,--,2.7,1.3,<4.0,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/5/8 上午 10:11:00,2140,--,6.9,27.4,21.8,8.3,325,--,8.4,107.8,--,1.6,0.012,--,6.8,6.2,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/4/12 上午 09:40:00,2140,44,0.5,21.3,21.7,8.5,350,--,8.8,100.7,1.3,2.3,0.010,--,4.0,4.3,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/4/12 上午 09:48:00,2140,--,12.0,21.3,17.3,8.1,316,--,7.8,81.4,--,2.4,0.012,--,4.7,6.3,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/4/12 上午 09:54:00,2140,--,15.0,21.3,16.6,8.1,314,--,7.5,77.1,--,1.6,0.019,--,6.4,6.2,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/4/12 上午 09:43:00,2140,--,4.0,21.3,19.7,8.2,349,--,8.1,89.1,--,2.9,0.015,--,3.5,3.6,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/3/9 上午 10:00:00,2140,48,0.5,17.3,17.5,8.1,445,--,7.7,81.8,0.8,1.4,0.021,--,5.2,9.1,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/3/9 上午 10:15:00,2140,--,12.0,17.3,16.5,8.0,410,--,7.1,72.6,--,0.6,0.023,--,13,41.8,4.5,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/3/9 上午 10:22:00,2140,--,15.0,17.3,16.4,8.1,390,--,7.1,72.3,--,0.9,0.028,--,10,42.4,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/3/9 上午 10:06:00,2140,--,4.0,17.3,17.0,8.0,440,--,7.3,75.7,--,1.7,0.025,--,6.2,9.9,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/2/8 上午 10:00:00,2140,38,0.5,19.6,19.4,8.4,411,--,8.8,107.2,4.0,1.4,0.012,--,1.1,1.4,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/2/8 上午 10:27:00,2140,--,21.4,19.6,18.6,8.2,424,--,7.1,84.8,--,0.7,0.010,--,1.3,1.7,<4.0,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/2/8 上午 10:40:00,2140,--,27.5,19.6,17.9,8.3,419,--,7.8,93.1,--,0.5,0.013,--,0.80,1.2,<4.0,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/2/8 上午 10:14:00,2140,--,7.1,19.6,18.9,8.4,410,--,9.1,110.0,--,1.0,0.011,--,1.1,1.7,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/1/18 上午 09:35:00,2140,36,0.5,19.6,19.9,8.3,390,--,9.2,101.6,4.8,1.6,0.008,--,0.55,1.0,<4.0,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/1/18 上午 09:45:00,2140,--,19.6,19.6,18.4,8.3,393,--,9.0,96.2,--,1.6,0.010,--,1.2,1.6,<4.0,0.05,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/1/18 上午 09:55:00,2140,--,25.1,19.6,17.8,8.2,392,--,8.7,92.0,--,0.9,0.009,--,0.75,1.2,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2017/1/18 上午 09:40:00,2140,--,6.5,19.6,19.7,8.3,391,--,9.1,100.9,--,1.8,0.009,--,0.95,1.3,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/12/8 上午 10:30:00,2141,37,0.5,17.2,19.7,8.2,368,--,7.5,92.8,3.5,1.3,0.010,--,0.90,<1.0,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/12/8 上午 10:35:00,2141,--,16.7,17.2,19.4,8.3,370,--,7.4,91.4,--,1.0,0.008,--,1.3,1.1,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/11/6 上午 11:46:00,2141,37,0.5,27.9,23.5,8.5,322,--,8.2,108.6,3.8,1.5,0.009,--,1.5,1.3,5.5,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/11/6 上午 11:57:00,2141,--,17.0,27.9,20.3,8.1,349,--,7.7,95.7,--,1.4,0.012,--,3.2,2.4,<4.0,0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/10/13 上午 10:25:00,2141,36,0.5,25.4,25.1,8.3,410,--,7.8,105.1,3.3,1.6,0.006,--,1.3,<1.0,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/10/13 上午 10:30:00,2141,--,13.4,25.4,24.4,8.1,431,--,7.1,94.3,--,1.7,0.008,--,1.7,<1.0,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/9/13 上午 10:18:00,2141,35,0.5,30.3,27.5,8.4,374,--,8.8,111.8,4.6,1.2,0.008,--,0.85,1.0,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/9/13 上午 10:21:00,2141,--,10.1,30.3,24.6,8.3,390,--,7.1,85.5,--,1.2,0.012,--,2.0,2.2,<4.0,0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/8/7 上午 11:45:00,2141,49,0.5,28.6,27.5,8.4,334,--,8.6,122.4,1.4,6.6,0.016,--,2.7,2.4,4.5,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/8/7 上午 11:54:00,2141,--,10.5,28.6,22.6,7.9,344,--,6.5,83.9,--,4.7,0.018,--,8.8,8.0,6.0,0.05,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/6/22 上午 09:10:00,2141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,測點淤積或異物堆置無法採樣
霧社水庫,南投縣,霧社水庫二,甲,2017/6/22 上午 09:10:00,2141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,測點淤積或異物堆置無法採樣
霧社水庫,南投縣,霧社水庫二,甲,2017/5/8 上午 10:45:00,2141,50,0.5,27.8,24.3,8.1,322,--,9.7,130.0,1.1,5.8,0.014,--,5.0,5.5,4.8,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/5/8 上午 10:52:00,2141,--,15.8,27.8,18.7,8.2,295,--,8.1,97.8,--,0.3,0.013,--,4.2,3.6,<4.0,0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/4/12 上午 10:23:00,2141,57,0.5,21.5,21.3,8.5,331,--,8.8,100.1,0.7,14.1,0.023,--,14,5.5,4.6,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/4/12 上午 10:26:00,2141,--,3.5,21.5,20.8,8.4,329,--,8.9,99.7,--,14.2,0.031,--,10,6.2,4.3,0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/3/9 上午 10:36:00,2141,49,0.5,17.1,17.2,8.2,396,--,7.9,82.5,0.7,1.1,0.023,--,5.2,9.4,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/3/9 上午 10:40:00,2141,--,4.0,17.1,16.7,8.1,380,--,7.5,78.0,--,0.5,0.037,--,14,46.3,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/2/8 上午 10:54:00,2141,32,0.5,21.1,20.1,8.5,412,--,8.7,107.3,4.2,0.5,0.008,--,0.85,1.2,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/2/8 上午 11:06:00,2141,--,15.3,21.1,18.3,8.4,425,--,8.8,105.2,--,0.4,0.011,--,1.4,1.8,<4.0,0.05,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/1/18 上午 10:15:00,2141,37,0.5,19.5,19.6,8.3,387,--,9.2,101.1,4.7,1.9,0.009,--,0.90,1.2,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2017/1/18 上午 10:20:00,2141,--,15.2,19.5,19.0,8.3,389,--,9.1,98.7,--,0.9,0.013,--,1.0,1.7,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/12/8 上午 10:45:00,2142,37,0.5,17.3,19.6,8.4,369,--,7.9,97.7,3.4,1.5,0.008,--,1.1,<1.0,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/11/6 下午 12:11:00,2142,39,0.5,28.2,22.8,8.5,326,--,8.5,110.4,3.6,2.6,0.009,--,2.9,2.6,4.8,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/10/13 上午 10:48:00,2142,40,0.5,25.6,25.1,8.3,410,--,8.0,107.3,2.6,2.1,0.010,--,1.2,1.8,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/9/13 上午 10:42:00,2142,37,0.5,30.5,27.3,8.4,381,--,8.9,113.6,3.8,1.3,0.009,--,1.5,1.4,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/8/7 下午 12:10:00,2142,47,0.5,30.1,27.7,8.4,334,--,8.4,119.8,1.4,5.2,0.012,--,1.9,1.7,5.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/6/22 上午 09:10:00,2142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,測點淤積或異物堆置無法採樣
霧社水庫,南投縣,霧社水庫三,甲,2017/5/8 上午 11:08:00,2142,48,0.5,27.2,25.0,8.6,320,--,9.7,131.8,1.0,5.8,0.009,--,6.4,6.2,<4.0,0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/4/12 上午 10:41:00,2142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
霧社水庫,南投縣,霧社水庫三,甲,2017/3/9 上午 10:47:00,2142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
霧社水庫,南投縣,霧社水庫三,甲,2017/2/8 上午 11:22:00,2142,40,0.5,20.7,19.8,8.4,413,--,8.8,107.6,3.8,1.9,0.014,--,0.95,1.3,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫三,甲,2017/1/18 上午 10:40:00,2142,36,0.5,19.6,19.7,8.4,386,--,9.3,102.1,3.8,1.7,0.007,--,0.80,1.3,<4.0,0.04,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/12/19 上午 08:55:00,2143,42,0.5,10.5,14.8,8.0,265,--,7.4,86.5,3.2,3.5,0.012,--,1.3,2.2,4.3,0.03,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/12/19 上午 08:55:00,2143,--,36.0,10.5,15.2,8.2,244,--,7.4,87.6,--,4.3,0.010,--,1.1,2.3,5.7,0.06,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/12/19 上午 08:55:00,2143,--,71.0,10.5,15.5,8.3,242,--,7.3,86.1,--,4.5,0.005,--,1.8,2.3,6.1,0.04,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/11/7 上午 09:00:00,2143,41,0.5,20.2,20.4,8.2,245,--,7.7,100.1,3.4,4.6,0.008,--,1.8,1.3,5.8,0.04,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/11/7 上午 09:12:00,2143,--,44.0,20.2,18.5,8.1,230,--,8.1,101.1,--,2.8,0.010,--,2.5,1.8,<4.0,0.03,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/11/7 上午 09:26:00,2143,--,86.9,20.2,17.5,7.6,242,--,4.4,53.6,--,0.3,0.011,--,4.0,3.0,6.3,0.03,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/10/24 上午 08:45:00,2143,48,0.5,16.1,19.8,8.1,230,--,7.0,90.7,1.8,7.1,0.015,--,3.0,3.0,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/10/24 上午 08:45:00,2143,--,33.5,16.1,19.1,8.1,217,--,6.6,83.5,--,2.3,0.015,--,7.7,3.4,<4.0,0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/10/24 上午 08:45:00,2143,--,66.0,16.1,17.8,7.7,230,--,4.5,56.3,--,0.1,0.024,--,9.0,3.6,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/9/19 上午 08:55:00,2143,37,0.5,26.0,22.9,8.8,244,--,7.4,101.2,4.1,2.2,0.008,--,1.3,3.2,<4.0,0.04,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/9/19 上午 08:55:00,2143,--,32.5,26.0,22.1,8.4,220,--,6.5,88.2,--,0.4,0.014,--,0.80,2.2,5.3,0.04,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/9/19 上午 08:55:00,2143,--,64.0,26.0,22.4,8.6,220,--,7.6,96.0,--,0.2,0.012,--,1.0,2.2,<4.0,0.09,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/8/8 上午 08:41:00,2143,48,0.5,25.2,22.9,8.3,222,--,7.5,103.6,1.2,4.6,0.013,--,6.7,5.2,<4.0,0.03,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/8/8 上午 08:53:00,2143,--,42.3,25.2,20.0,8.1,230,--,6.8,87.8,--,1.5,0.017,--,7.7,7.5,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/8/8 上午 09:08:00,2143,--,83.5,25.2,19.3,7.8,242,--,6.3,80.4,--,1.4,0.017,--,13,10.6,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/7/11 上午 09:04:00,2143,45,0.5,27.5,24.0,9.0,239,--,9.1,127.6,2.6,4.8,0.015,--,1.5,2.1,4.3,0.03,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/7/11 上午 09:04:00,2143,--,37.7,27.5,20.5,8.2,191,--,7.4,96.4,--,1.0,0.029,--,1.6,2.0,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/7/11 上午 09:04:00,2143,--,74.4,27.5,18.5,8.1,206,--,7.7,97.1,--,0.2,0.022,--,4.2,4.8,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/6/28 上午 09:00:00,2143,53,0.5,27.2,20.7,8.7,230,--,9.6,121.9,1.4,20.6,0.015,--,3.0,5.0,8.2,0.06,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/6/28 上午 09:00:00,2143,--,40.0,27.2,18.4,8.4,184,--,8.4,106.1,--,3.5,0.025,--,3.4,5.1,5.7,0.05,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/6/28 上午 09:00:00,2143,--,79.0,27.0,17.0,8.1,191,--,7.7,94.5,--,1.5,0.020,--,4.5,5.7,<4.0,0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/5/9 上午 08:48:00,2143,43,0.5,23.2,20.1,8.3,248,--,8.5,110.4,1.5,2.1,0.009,--,2.9,2.4,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/5/9 上午 09:03:00,2143,--,40.2,23.2,17.1,8.0,260,--,7.7,94.1,--,0.7,0.011,--,2.9,2.2,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/5/9 上午 09:15:00,2143,--,79.4,23.2,16.8,7.9,269,--,6.9,84.2,--,0.6,0.010,--,3.7,2.6,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/4/20 上午 09:00:00,2143,43,0.5,23.5,18.6,8.2,269,--,8.3,104.5,1.4,1.7,0.010,--,3.6,2.4,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/4/20 上午 09:00:00,2143,--,36.0,23.5,17.1,8.1,254,--,8.0,97.6,--,0.9,0.020,--,3.1,2.8,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/4/20 上午 09:00:00,2143,--,71.0,22.8,16.1,7.8,265,--,6.4,76.9,--,0.3,0.015,--,4.5,5.4,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/3/2 上午 09:20:00,2143,39,0.5,11.9,15.1,8.0,297,--,7.9,92.6,3.3,1.5,0.012,--,0.75,1.0,4.5,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/3/2 上午 09:20:00,2143,--,39.5,11.8,14.6,8.2,246,--,7.8,91.0,--,1.2,0.020,--,1.1,1.8,5.6,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/3/2 上午 09:20:00,2143,--,78.0,11.5,14.8,8.2,242,--,7.7,90.0,--,0.8,0.015,--,2.2,2.2,7.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/2/9 上午 08:50:00,2143,39,0.5,14.1,14.8,8.2,264,--,8.3,97.2,4.6,2.8,0.011,--,1.3,1.6,<4.0,0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/2/9 上午 09:06:00,2143,--,41.9,14.1,15.3,8.2,261,--,7.4,89.3,--,2.6,0.027,--,1.4,1.1,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/2/9 上午 09:23:00,2143,--,82.8,14.1,14.6,8.2,264,--,7.8,90.6,--,2.5,0.010,--,1.5,1.2,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/1/10 上午 09:10:00,2143,37,0.5,10.9,14.4,8.0,257,--,9.1,93.2,2.6,1.3,0.007,--,0.75,1.0,4.1,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/1/10 上午 09:17:00,2143,--,40.0,10.9,14.8,8.1,249,--,9.2,93.0,--,0.8,0.006,--,0.85,1.2,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫一,甲,2017/1/10 上午 09:10:00,2143,--,79.0,10.8,14.3,8.0,258,--,8.6,90.1,--,0.3,0.010,--,0.75,2.2,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/12/19 上午 09:26:00,2144,40,0.5,11.0,15.3,8.2,244,--,7.5,87.7,3.0,3.6,0.008,--,0.75,1.5,<4.0,0.06,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/12/19 上午 09:26:00,2144,--,40.0,11.0,15.5,8.2,243,--,7.4,86.9,--,3.4,0.016,--,0.50,<1.0,5.9,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/12/19 上午 09:26:00,2144,--,79.0,11.0,15.4,8.2,252,--,7.3,86.3,--,1.6,0.010,--,1.5,1.0,4.6,0.05,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/11/7 上午 09:54:00,2144,38,0.5,23.7,20.4,8.2,227,--,7.6,99.8,3.4,1.8,0.008,--,1.8,<1.0,5.3,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/11/7 上午 10:05:00,2144,--,43.0,23.7,18.6,8.0,240,--,7.2,90.5,--,1.3,0.013,--,1.6,<1.0,6.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/11/7 上午 10:18:00,2144,--,84.0,23.7,17.8,7.8,245,--,4.9,60.2,--,0.7,0.011,--,4.1,3.6,5.5,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/10/24 上午 09:21:00,2144,47,0.5,19.2,19.7,8.4,231,--,6.9,89.4,2.0,5.5,0.016,--,3.0,2.4,5.5,0.07,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/10/24 上午 09:21:00,2144,--,39.0,19.2,19.4,8.2,221,--,6.7,85.3,--,2.1,0.017,--,6.5,4.9,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/10/24 上午 09:21:00,2144,--,77.0,19.2,18.9,8.2,227,--,5.4,75.1,--,0.4,0.016,--,8.9,4.8,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/9/19 上午 09:25:00,2144,36,0.5,28.1,23.4,8.7,227,--,7.5,103.6,4.5,1.2,0.010,--,1.4,3.0,<4.0,0.06,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/9/19 上午 09:25:00,2144,--,35.1,28.0,21.9,8.1,231,--,5.4,72.8,--,0.1,0.010,--,0.80,<1.0,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/9/19 上午 09:25:00,2144,--,69.2,28.0,18.8,7.9,241,--,4.9,62.3,--,0.1,0.013,--,1.5,2.2,<4.0,0.03,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/8/8 上午 09:27:00,2144,49,0.5,25.4,23.6,8.7,225,--,8.9,123.2,1.0,7.0,0.011,--,6.4,5.0,8.0,0.03,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/8/8 上午 09:38:00,2144,--,42.1,25.4,19.6,8.0,234,--,6.5,85.8,--,2.0,0.012,--,9.0,7.2,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/8/8 上午 09:49:00,2144,--,83.2,25.4,17.8,7.8,236,--,6.1,75.3,--,1.7,0.012,--,14,9.6,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/7/11 上午 09:32:00,2144,44,0.5,30.5,23.6,9.1,198,--,9.6,132.6,2.4,3.1,0.015,--,1.5,2.3,<4.0,0.04,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/7/11 上午 09:32:00,2144,--,37.8,30.5,20.2,8.2,232,--,7.4,96.9,--,0.7,0.015,--,1.7,1.4,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/7/11 上午 09:32:00,2144,--,74.6,30.5,18.0,8.1,219,--,8.0,99.1,--,0.1,0.030,--,5.1,3.3,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/6/28 上午 09:33:00,2144,50,0.5,30.0,21.3,8.9,200,--,10.1,133.8,1.4,7.6,0.015,--,3.6,4.1,7.9,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/6/28 上午 09:33:00,2144,--,41.0,30.0,18.4,8.4,186,--,8.2,102.1,--,1.6,0.015,--,2.8,4.2,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/6/28 上午 09:33:00,2144,--,81.0,30.0,16.8,8.2,205,--,7.9,95.7,--,0.2,0.020,--,4.1,10.2,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/5/9 上午 09:37:00,2144,42,0.5,23.3,20.0,8.4,258,--,8.8,114.2,1.8,2.0,0.009,--,2.1,2.7,6.8,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/5/9 上午 09:43:00,2144,--,40.1,23.3,17.7,8.0,258,--,7.8,96.0,--,0.5,0.008,--,3.6,2.4,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/5/9 上午 09:54:00,2144,--,79.1,23.3,16.6,8.0,265,--,6.4,76.8,--,0.4,0.010,--,3.4,2.5,<4.0,0.02,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/4/20 上午 09:44:00,2144,44,0.5,22.5,18.5,8.3,275,--,8.8,110.8,1.6,2.6,0.010,--,3.3,2.6,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/4/20 上午 09:44:00,2144,--,35.9,22.5,16.7,8.1,254,--,8.3,100.3,--,0.9,0.010,--,2.6,1.2,<4.0,<0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/4/20 上午 09:44:00,2144,--,70.8,22.7,15.9,7.8,267,--,6.7,78.9,--,0.4,0.020,--,4.3,2.2,<4.0,0.01,--,--,--,--,--,--,--
德基水庫,臺中市,德基水庫二,甲,2017/3/2 上午 10:08:00,2144,38,0.5,12.4,14.9,8.1,244,--,7.6,88.9,3.0,1.3,0.010,--,1.1,2.0,8.1,<0.01,--,--,--,--,--,--,--
