採樣分區,縣市,測站名稱,水體分類等級,採樣日期,測站編號,卡爾森指數,採樣深度,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,透明度,葉綠素a,總磷,正磷酸鹽,濁度,懸浮固體,化學需氧量,氨氮,總硬度,總鹼度,硝酸鹽氮,亞硝酸鹽氮,總有機碳,有機氮,總凱氏氮,備註
,,,,,,,m,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,m,μg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
鏡面水庫,臺南市,鏡面水庫二,乙,2017/6/15 下午 12:30:00,2177,56,0.5,24.8,27.1,8.9,253,--,7.8,100.4,1.4,17.3,0.031,--,5.2,4.0,9.6,0.03,--,--,--,--,--,--,--
鏡面水庫,臺南市,鏡面水庫二,乙,2017/5/10 上午 11:14:00,2177,51,0.5,33.4,31.6,8.5,238,--,7.6,102.8,0.9,2.0,0.031,--,9.5,8.1,7.5,<0.01,--,--,--,--,--,--,--
鏡面水庫,臺南市,鏡面水庫二,乙,2017/4/14 上午 11:39:00,2177,54,0.5,32.0,26.3,8.3,214,--,7.6,94.3,1.0,3.9,0.038,--,7.8,6.6,5.3,0.04,--,--,--,--,--,--,--
鏡面水庫,臺南市,鏡面水庫二,乙,2017/3/8 下午 12:35:00,2177,48,0.5,20.0,21.6,8.3,206,--,8.4,95.6,1.6,3.1,0.021,--,5.2,6.8,5.8,0.02,--,--,--,--,--,--,--
鏡面水庫,臺南市,鏡面水庫二,乙,2017/2/6 上午 11:25:00,2177,54,0.5,24.2,21.7,7.7,203,--,6.2,70.9,0.6,1.6,0.042,--,15,13.2,<4.0,<0.01,--,--,--,--,--,--,--
鏡面水庫,臺南市,鏡面水庫二,乙,2017/1/10 上午 11:45:00,2177,53,0.5,24.7,23.5,8.3,191,--,8.8,103.7,1.0,5.2,0.026,--,9.8,7.0,4.3,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/12/8 下午 03:02:00,2178,42,0.5,18.2,24.5,8.1,355,--,6.8,83.4,2.0,1.4,0.014,--,2.0,2.4,<4.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/12/8 下午 03:07:00,2178,--,25.3,18.2,24.5,8.0,363,--,6.6,81.3,--,1.4,0.017,--,3.0,2.9,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/11/14 上午 11:17:00,2178,41,0.5,29.6,27.1,8.4,347,--,6.7,85.0,2.4,1.4,0.013,--,3.7,4.1,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/11/14 上午 11:23:00,2178,--,27.1,29.6,25.8,7.7,324,--,1.6,19.7,--,0.8,0.012,--,3.0,3.3,<4.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/10/11 下午 02:25:00,2178,42,0.5,35.2,31.5,8.4,333,--,12.4,168.4,1.3,1.3,0.009,--,2.4,3.8,5.5,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/10/11 下午 02:30:00,2178,--,22.8,35.2,26.6,7.9,300,--,2.0,25.3,--,0.2,0.025,--,6.4,4.5,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/9/8 上午 11:23:00,2178,47,0.5,32.4,31.0,8.6,331,--,7.8,105.4,1.1,2.0,0.017,--,3.4,3.6,6.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/9/8 上午 11:28:00,2178,--,28.5,32.4,26.2,8.1,280,--,4.9,60.9,--,1.1,0.019,--,8.0,6.4,<4.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/8/23 上午 11:35:00,2178,46,0.5,29.7,29.7,8.4,312,--,8.5,111.6,1.7,2.2,0.019,--,3.8,3.2,4.7,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/8/23 上午 11:40:00,2178,--,28.5,29.7,26.0,8.0,261,--,6.0,74.1,--,2.2,0.022,--,10,8.1,<4.0,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/6/15 上午 11:10:00,2178,47,0.5,24.5,27.4,8.4,363,--,7.4,95.5,1.4,2.8,0.018,--,5.6,3.7,7.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/6/15 上午 11:15:00,2178,--,30.0,24.5,24.8,8.2,380,--,6.7,82.3,--,<0.1,0.012,--,5.7,3.6,<4.0,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/5/10 下午 02:05:00,2178,46,0.5,31.9,29.1,8.3,390,--,7.9,104.3,1.2,2.0,0.016,--,9.0,8.8,6.1,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/5/10 下午 02:08:00,2178,--,14.0,31.9,23.4,8.0,376,--,5.0,60.0,--,0.7,0.022,--,13,7.0,4.2,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/4/14 下午 02:15:00,2178,44,0.5,32.9,27.0,8.3,358,--,8.0,99.6,1.3,1.9,0.012,--,7.4,6.2,<4.0,0.04,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/4/14 下午 02:20:00,2178,--,14.0,32.9,23.4,7.8,359,--,5.2,62.9,--,1.1,0.014,--,8.1,7.2,<4.0,0.04,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/3/8 下午 03:08:00,2178,43,0.5,19.2,21.4,8.3,319,--,8.2,93.1,1.7,1.7,0.013,--,3.9,9.8,<4.0,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/3/8 下午 03:12:00,2178,--,17.1,19.2,21.1,8.1,318,--,7.1,79.6,--,1.2,0.019,--,6.6,5.4,<4.0,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/2/6 下午 02:10:00,2178,44,0.5,26.5,23.0,8.4,320,--,8.2,95.0,2.0,1.7,0.017,--,4.6,4.0,<4.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/2/6 下午 02:18:00,2178,--,20.5,26.5,22.3,8.4,319,--,8.0,91.7,--,1.4,0.018,--,4.7,3.8,<4.0,0.03,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/1/10 下午 01:45:00,2178,43,0.5,26.7,24.1,8.4,306,--,8.7,103.8,1.8,1.3,0.017,--,3.5,5.1,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫一,甲,2017/1/10 下午 01:50:00,2178,--,23.3,26.6,23.5,8.4,301,--,8.7,101.8,--,1.6,0.019,--,3.7,4.7,<4.0,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/12/8 下午 02:39:00,2179,46,0.5,18.3,23.7,8.0,354,--,7.1,86.3,1.5,1.7,0.020,--,4.8,4.2,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/12/8 下午 02:45:00,2179,--,12.1,18.3,24.1,8.0,357,--,7.0,85.6,--,1.9,0.017,--,4.9,4.7,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/11/14 上午 10:57:00,2179,44,0.5,29.4,27.2,8.3,356,--,6.7,84.4,1.4,1.5,0.014,--,3.9,3.7,<4.0,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/11/14 上午 11:02:00,2179,--,17.5,29.4,26.7,8.1,348,--,5.3,66.4,--,1.1,0.013,--,3.3,3.6,6.7,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/10/11 下午 02:05:00,2179,41,0.5,34.9,32.0,8.4,342,--,12.0,164.2,1.4,0.8,0.012,--,2.4,3.4,4.9,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/10/11 下午 02:10:00,2179,--,16.8,34.9,28.2,7.8,324,--,3.2,41.3,--,0.5,0.034,--,11,10.8,4.5,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/9/8 上午 10:54:00,2179,48,0.5,32.0,31.0,8.4,354,--,7.7,103.7,1.2,2.2,0.021,--,5.4,4.3,5.3,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/9/8 上午 10:59:00,2179,--,14.8,32.0,27.1,7.9,313,--,4.5,57.4,--,0.5,0.008,--,27,24.2,5.5,0.03,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/8/23 上午 11:10:00,2179,47,0.5,29.4,30.1,8.5,393,--,8.3,110.0,1.6,2.9,0.018,--,4.2,3.5,<4.0,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/8/23 上午 11:15:00,2179,--,14.8,29.4,26.7,7.9,296,--,4.6,58.6,--,2.4,0.026,--,11,7.8,<4.0,0.03,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/6/15 上午 10:43:00,2179,51,0.5,24.4,27.1,8.4,366,--,7.1,91.4,0.8,2.6,0.023,--,8.3,6.6,<4.0,0.03,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/6/15 上午 10:48:00,2179,--,15.6,24.4,25.0,8.2,322,--,6.8,84.7,--,2.0,0.024,--,9.9,6.6,<4.0,0.03,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/5/10 下午 01:55:00,2179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫二,甲,2017/5/10 下午 01:55:00,2179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫二,甲,2017/4/14 下午 02:00:00,2179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫二,甲,2017/4/14 下午 02:00:00,2179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫二,甲,2017/3/8 下午 02:54:00,2179,49,0.5,19.1,21.5,8.3,333,--,8.0,90.7,0.9,1.5,0.025,--,11,6.5,4.1,0.02,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/3/8 下午 02:58:00,2179,--,4.3,19.1,21.1,8.4,327,--,7.9,89.2,--,1.6,0.033,--,10,9.5,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/2/6 下午 01:50:00,2179,46,0.5,26.4,23.9,8.4,323,--,8.3,97.5,1.2,1.5,0.019,--,5.2,5.2,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/2/6 下午 01:55:00,2179,--,7.4,26.4,22.7,8.4,322,--,8.1,93.9,--,1.8,0.023,--,5.1,4.6,<4.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/1/10 下午 01:25:00,2179,44,0.5,26.4,24.3,8.3,310,--,8.8,104.9,1.7,1.6,0.017,--,3.6,6.1,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫二,甲,2017/1/10 下午 01:30:00,2179,--,10.7,26.5,23.9,8.3,311,--,8.7,103.0,--,1.8,0.037,--,3.9,5.9,<4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫三,甲,2017/12/8 下午 02:25:00,2180,45,0.5,18.3,23.5,8.2,360,--,7.8,93.7,1.2,1.0,0.020,--,5.0,4.3,<4.0,0.04,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫三,甲,2017/11/14 上午 10:45:00,2180,45,0.5,29.2,27.6,8.3,376,--,6.6,83.9,1.6,1.7,0.017,--,3.9,4.6,4.0,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫三,甲,2017/10/11 下午 01:53:00,2180,47,0.5,34.7,33.0,8.1,380,--,11.7,163.7,1.1,1.8,0.019,--,5.0,6.1,5.6,<0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫三,甲,2017/9/8 上午 10:40:00,2180,49,0.5,32.0,31.1,8.4,371,--,7.5,102.1,1.0,2.4,0.022,--,4.3,6.4,5.9,0.03,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫三,甲,2017/8/23 上午 10:45:00,2180,49,0.5,29.3,30.7,8.3,414,--,7.1,94.7,0.8,1.7,0.021,--,8.3,5.6,<4.0,0.01,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫三,甲,2017/6/15 上午 10:30:00,2180,56,0.5,24.5,26.7,8.1,482,--,6.5,83.0,0.6,2.8,0.045,--,30,21.7,4.2,0.03,--,--,--,--,--,--,--
南化水庫,臺南市,南化水庫三,甲,2017/5/10 下午 01:55:00,2180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫三,甲,2017/4/14 下午 02:00:00,2180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫三,甲,2017/3/8 下午 02:36:00,2180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫三,甲,2017/2/6 下午 01:35:00,2180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
南化水庫,臺南市,南化水庫三,甲,2017/1/10 下午 01:05:00,2180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/12/15 上午 09:43:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/11/13 上午 09:48:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/10/16 上午 09:40:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/9/11 上午 09:37:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/8/17 上午 09:50:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/6/12 上午 09:38:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/5/8 上午 09:47:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/4/19 下午 01:40:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因故無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/3/16 上午 09:16:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/2/18 上午 09:34:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
澄清湖水庫,高雄市,澄清湖水庫一,甲,2017/1/16 上午 09:08:00,2181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/12/15 上午 09:51:00,2182,57,0.5,24.4,23.9,8.2,584,--,8.6,101.4,0.6,4.0,0.044,--,17,15.6,<4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/12/15 上午 10:00:00,2182,--,3.5,24.4,23.6,8.2,580,--,8.5,100.0,--,5.5,0.034,--,17,16.7,<4.0,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/11/13 上午 09:55:00,2182,48,0.5,27.5,27.2,8.0,510,--,6.2,78.0,1.2,2.5,0.019,--,3.4,3.7,<4.0,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/11/13 上午 10:03:00,2182,--,3.5,27.5,26.9,8.0,507,--,5.9,73.5,--,5.5,0.031,--,6.2,6.1,<4.0,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/10/16 上午 09:45:00,2182,49,0.5,31.1,30.1,8.3,508,--,7.5,99.8,1.4,5.1,0.016,--,2.9,3.7,<4.0,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/10/16 上午 09:48:00,2182,--,3.1,31.1,28.8,8.0,463,--,7.0,90.5,--,3.9,0.028,--,16,19.2,<4.0,0.04,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/9/11 上午 09:45:00,2182,51,0.5,29.5,32.2,7.6,485,--,7.8,107.4,1.3,5.4,0.025,--,7.2,6.7,<4.0,<0.01,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/9/11 上午 09:54:00,2182,--,4.8,29.5,30.6,7.9,488,--,4.8,64.0,--,2.7,0.033,--,17,18.0,<4.0,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/8/17 上午 09:55:00,2182,45,0.5,34.6,32.6,8.1,461,--,7.7,107.0,1.3,2.5,0.011,--,3.7,3.8,<4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/8/17 上午 10:01:00,2182,--,3.4,34.6,31.5,7.9,449,--,8.1,110.4,--,3.1,0.012,--,5.9,5.4,4.5,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/6/12 上午 09:45:00,2182,47,0.5,33.7,32.2,8.2,447,--,9.3,129.1,1.4,3.1,0.015,--,3.0,3.8,<4.0,0.04,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/6/12 上午 09:50:00,2182,--,3.5,33.7,30.1,8.0,458,--,7.3,97.1,--,3.2,0.045,--,26,26.7,<4.0,0.07,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/5/8 上午 09:55:00,2182,50,0.5,31.9,30.7,8.1,549,--,9.1,121.8,0.8,4.2,0.015,--,4.8,3.7,4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/5/8 上午 09:58:00,2182,--,3.6,31.9,29.7,7.9,560,--,8.1,106.6,--,7.5,0.058,--,17,14.2,4.2,0.08,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/4/19 下午 01:59:00,2182,57,0.5,31.8,31.8,8.1,560,--,8.8,119.1,0.4,3.9,0.033,--,7.4,7.6,4.3,<0.01,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/4/19 下午 02:06:00,2182,--,3.5,31.8,31.3,8.1,568,--,8.6,116.0,--,3.9,0.014,--,17,18.0,<4.0,0.06,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/3/16 上午 09:21:00,2182,54,0.5,22.0,24.0,8.1,606,--,7.6,89.8,1.1,5.2,0.035,--,13,10.9,<4.0,0.08,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/3/16 上午 09:26:00,2182,--,3.9,22.0,23.7,8.1,596,--,7.5,88.4,--,4.7,0.036,--,8.7,7.5,<4.0,0.04,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/2/18 上午 09:40:00,2182,63,0.5,24.6,22.5,8.1,630,--,9.3,107.2,0.7,17.6,0.062,--,15,16.5,5.5,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/2/18 上午 09:47:00,2182,--,4.6,24.6,21.6,8.0,607,--,7.5,85.0,--,10.9,0.064,--,17,19.8,4.7,0.04,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/1/16 上午 09:15:00,2182,54,0.5,23.2,22.1,8.0,550,--,8.0,92.0,0.6,3.0,0.028,--,8.9,11.3,<4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫二,甲,2017/1/16 上午 09:25:00,2182,--,4.5,23.2,22.0,8.0,576,--,8.1,92.8,--,4.0,0.022,--,7.5,7.7,<4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/12/15 上午 10:29:00,2183,55,0.5,27.1,24.6,8.0,606,--,8.1,96.5,0.5,2.2,0.042,--,45,20.6,5.7,0.07,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/11/13 上午 10:26:00,2183,58,0.5,29.5,27.2,8.3,513,--,6.8,85.6,0.9,10.0,0.049,--,8.7,8.6,<4.0,0.01,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/10/16 上午 10:13:00,2183,51,0.5,32.1,30.5,8.2,499,--,7.5,99.9,1.0,4.2,0.020,--,3.8,4.2,<4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/9/11 上午 10:20:00,2183,51,0.5,30.4,32.1,8.2,486,--,7.4,101.8,1.3,4.2,0.030,--,12,11.5,<4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/8/17 上午 10:25:00,2183,45,0.5,34.7,32.5,8.1,446,--,8.0,111.0,1.2,2.5,0.011,--,5.9,5.0,<4.0,0.01,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/6/12 上午 10:17:00,2183,49,0.5,33.7,31.6,8.2,450,--,8.4,114.2,1.3,4.0,0.019,--,5.3,5.4,<4.0,0.04,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/5/8 上午 10:28:00,2183,67,0.5,33.7,29.8,8.0,567,--,9.0,119.5,0.3,12.2,0.090,--,29,26.8,5.9,0.04,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/4/19 下午 02:34:00,2183,66,0.5,32.8,31.5,8.2,575,--,8.6,116.9,0.2,7.4,0.068,--,36,34.4,5.4,0.05,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/3/16 上午 10:00:00,2183,60,0.5,24.1,24.7,8.1,616,--,7.7,92.8,0.7,6.3,0.072,--,60,57.9,4.4,0.12,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/2/18 上午 10:14:00,2183,66,0.5,25.0,23.1,8.2,622,--,8.3,96.6,0.4,12.0,0.095,--,70,78.2,7.1,0.07,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫三,甲,2017/1/16 上午 09:46:00,2183,61,0.5,24.0,22.2,8.0,591,--,8.4,95.6,0.3,4.7,0.048,--,36,41.9,<4.0,0.05,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/12/15 上午 10:15:00,2184,52,0.5,26.5,23.9,8.2,578,--,8.5,100.5,0.7,2.8,0.023,--,12,10.3,4.5,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/11/13 上午 10:14:00,2184,56,0.5,28.9,27.1,8.2,518,--,6.6,83.5,1.0,7.6,0.040,--,7.9,8.4,<4.0,0.01,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/10/16 上午 10:02:00,2184,51,0.5,31.8,30.0,8.2,498,--,7.6,100.6,1.3,6.2,0.021,--,3.9,4.1,<4.0,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/9/11 上午 10:07:00,2184,50,0.5,30.5,31.7,8.1,475,--,7.9,107.3,1.6,4.7,0.025,--,8.0,9.2,<4.0,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/8/17 上午 10:16:00,2184,44,0.5,34.6,32.1,8.1,447,--,7.9,108.9,1.5,2.6,0.011,--,4.8,4.4,<4.0,<0.01,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/6/12 上午 10:07:00,2184,50,0.5,33.7,31.9,8.2,441,--,8.8,120.6,1.4,4.5,0.021,--,3.7,4.0,10.2,0.03,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/5/8 上午 10:13:00,2184,64,0.5,32.6,29.5,8.1,565,--,9.2,121.4,0.4,15.5,0.056,--,13,10.2,7.3,0.02,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/4/19 下午 02:20:00,2184,59,0.5,32.4,31.1,8.2,562,--,8.6,114.9,0.4,5.4,0.035,--,8.8,8.0,4.8,<0.01,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/3/16 上午 09:43:00,2184,58,0.5,24.0,24.6,8.1,607,--,7.7,92.5,1.0,7.3,0.058,--,14,12.1,<4.0,0.07,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/2/18 上午 10:02:00,2184,59,0.5,24.9,22.4,8.2,614,--,8.8,101.1,0.7,5.8,0.065,--,19,15.9,4.5,0.04,--,--,--,--,--,--,--
澄清湖水庫,高雄市,澄清湖水庫四,甲,2017/1/16 上午 09:36:00,2184,55,0.5,23.8,22.2,8.0,586,--,8.1,92.7,0.6,3.9,0.029,--,15,14.2,<4.0,0.02,--,--,--,--,--,--,--
鳳山水庫,高雄市,鳳山水庫一,乙,2017/12/12 上午 10:32:00,2185,73,0.5,22.0,22.7,7.6,620,--,6.3,72.6,0.7,12.1,0.729,--,19,20.7,5.5,0.28,--,--,--,--,--,--,--
鳳山水庫,高雄市,鳳山水庫一,乙,2017/11/16 上午 10:27:00,2185,74,0.5,29.9,28.9,8.0,581,--,13.0,170.0,0.6,13.9,0.738,--,15,16.5,11.2,0.51,--,--,--,--,--,--,--
鳳山水庫,高雄市,鳳山水庫一,乙,2017/10/17 上午 10:23:00,2185,78,0.5,32.6,31.2,8.4,588,--,11.2,151.2,0.5,61.6,0.489,--,9.9,13.7,15.8,<0.01,--,--,--,--,--,--,--
