採樣分區,縣市,測站名稱,水體分類等級,採樣日期,測站編號,卡爾森指數,採樣深度,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,透明度,葉綠素a,總磷,正磷酸鹽,濁度,懸浮固體,化學需氧量,氨氮,總硬度,總鹼度,硝酸鹽氮,亞硝酸鹽氮,總有機碳,有機氮,總凱氏氮,備註
,,,,,,,m,℃,℃,　,μmho/cm25℃,mg/L,mg/L,%,m,μg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/5/6 下午 01:52:00,2156,--,16.1,24.2,26.9,8.08,382,--,4.6,58.7,--,2.8,0.012,--,2.3,2.0,4.3,0.02,--,--,--,--,1.47,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/4/16 下午 01:46:00,2156,45,0.5,25.1,25.4,8.40,368,--,8.1,99.6,2.6,6.6,0.011,--,1.8,2.3,7.3,0.01,--,--,--,--,1.60,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/4/16 下午 01:55:00,2156,--,14.7,25.1,25.0,8.00,369,--,5.4,66.2,--,3.2,0.022,--,2.6,1.9,6.8,0.01,--,--,--,--,1.93,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/3/11 下午 01:47:00,2156,46,0.5,19.2,22.3,8.51,358,--,8.3,96.1,2.4,8.1,0.012,--,2.2,2.3,8.3,0.03,--,--,--,--,2.15,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/3/11 下午 01:56:00,2156,--,14.3,19.2,22.5,8.42,358,--,7.5,87.6,--,4.8,0.009,--,1.9,1.8,6.3,0.03,--,--,--,--,1.80,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/2/19 下午 01:51:00,2156,47,0.5,26.8,24.7,8.76,362,--,9.7,116.4,2.6,10.3,0.013,--,2.3,2.6,6.0,0.03,--,--,--,--,1.77,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/2/19 下午 02:03:00,2156,--,14.4,26.8,23.1,8.32,361,--,6.8,79.0,--,5.5,0.009,--,2.1,2.1,5.5,0.03,--,--,--,--,1.60,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/1/10 下午 01:35:00,2156,47,0.5,26.8,24.1,8.35,371,--,9.0,107.8,1.6,5.3,0.013,--,1.9,2.7,7.8,0.03,--,--,--,--,2.03,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2019/1/10 下午 01:47:00,2156,--,17.9,26.8,23.1,8.12,357,--,7.1,83.8,--,5.2,0.012,--,2.7,4.0,8.8,0.03,--,--,--,--,2.00,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/12/9 下午 02:28:00,2157,50,0.5,23.8,22.8,8.46,360,--,8.8,103.0,2.0,9.9,0.018,--,3.1,3.1,6.3,0.02,--,--,--,--,1.72,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/12/9 下午 02:35:00,2157,--,15.2,23.8,22.6,8.30,360,--,7.8,90.6,--,8.2,0.023,--,3.8,4.2,6.8,0.07,--,--,--,--,1.41,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/11/8 下午 02:15:00,2157,43,0.5,28.2,27.7,8.24,360,--,7.6,96.8,3.0,4.9,0.012,--,1.8,1.6,5.3,0.02,--,--,--,--,1.56,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/11/8 下午 02:31:00,2157,--,17.3,28.2,27.4,8.10,360,--,6.7,85.2,--,4.8,0.015,--,2.0,1.4,4.8,0.07,--,--,--,--,1.53,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/10/1 下午 02:05:00,2157,45,0.5,29.3,29.9,8.12,358,--,6.5,87.4,2.6,5.2,0.015,--,1.9,2.2,5.5,0.03,--,--,--,--,1.51,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/10/1 下午 02:16:00,2157,--,18.5,29.3,29.0,7.66,357,--,2.1,28.2,--,1.7,0.018,--,1.9,1.7,5.5,0.06,--,--,--,--,1.39,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/9/10 下午 02:01:00,2157,50,0.5,28.5,30.7,8.78,348,--,10.0,135.7,2.2,7.9,0.023,--,2.3,2.1,6.8,0.02,--,--,--,--,1.97,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/9/10 下午 02:11:00,2157,--,19.2,28.5,29.0,7.64,363,--,1.0,13.8,--,2.0,0.031,--,1.8,2.0,4.0,0.03,--,--,--,--,1.47,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/8/8 下午 02:04:00,2157,48,0.5,29.7,32.4,8.74,364,--,9.6,135.2,1.4,6.9,0.012,--,3.8,3.9,11.4,0.02,--,--,--,--,1.82,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/8/8 下午 02:14:00,2157,--,19.0,29.7,29.8,7.60,407,--,2.4,32.8,--,1.2,0.012,--,2.6,2.4,6.9,0.04,--,--,--,--,1.41,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/7/8 下午 02:07:00,2157,48,0.5,30.7,29.9,8.46,404,--,8.5,113.5,2.0,7.3,0.017,--,1.8,2.0,5.4,0.01,--,--,--,--,1.45,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/7/8 下午 02:18:00,2157,--,18.6,30.7,29.1,7.90,410,--,4.4,58.4,--,2.9,0.013,--,1.3,1.0,5.9,0.03,--,--,--,--,1.25,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/6/20 下午 02:09:00,2157,45,0.5,33.2,31.1,8.57,399,--,9.1,124.4,2.0,7.7,0.009,--,1.7,1.4,6.8,0.01,--,--,--,--,2.21,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/6/20 下午 02:20:00,2157,--,18.7,33.2,29.0,8.02,408,--,5.3,69.9,--,3.2,0.008,--,2.3,2.3,7.3,0.02,--,--,--,--,1.66,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/5/6 下午 02:08:00,2157,47,0.5,24.1,26.8,8.44,376,--,7.8,99.0,2.0,9.1,0.012,--,2.2,2.5,4.8,0.03,--,--,--,--,1.73,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/5/6 下午 02:19:00,2157,--,12.8,24.1,27.1,8.38,377,--,7.0,90.6,--,4.4,0.012,--,1.8,2.3,5.3,0.03,--,--,--,--,1.56,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/4/16 下午 02:07:00,2157,48,0.5,25.1,25.4,8.42,368,--,8.2,101.0,2.6,6.8,0.021,--,1.9,2.7,6.3,0.01,--,--,--,--,1.91,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/4/16 下午 02:14:00,2157,--,12.2,25.1,25.1,7.94,370,--,4.6,56.8,--,5.9,0.012,--,2.7,2.6,8.3,0.03,--,--,--,--,1.72,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/3/11 下午 02:09:00,2157,46,0.5,19.3,22.2,8.52,357,--,8.3,96.0,2.4,7.7,0.011,--,2.3,2.4,6.8,0.03,--,--,--,--,1.82,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/3/11 下午 02:15:00,2157,--,14.8,19.3,22.3,8.46,356,--,7.9,91.4,--,5.3,0.009,--,1.8,1.9,5.3,0.02,--,--,--,--,1.78,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/2/19 下午 02:15:00,2157,50,0.5,26.4,24.5,8.78,361,--,9.6,114.9,2.4,11.5,0.019,--,2.0,3.0,7.0,0.03,--,--,--,--,1.92,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/2/19 下午 02:25:00,2157,--,11.6,26.4,23.8,8.66,360,--,8.8,104.2,--,5.9,0.013,--,1.3,2.3,6.5,0.04,--,--,--,--,1.77,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/1/10 下午 02:05:00,2157,44,0.5,25.8,23.8,8.42,356,--,9.1,107.6,1.6,4.4,0.008,--,1.5,1.4,4.8,0.03,--,--,--,--,2.04,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2019/1/10 下午 02:17:00,2157,--,15.2,25.8,23.3,8.25,358,--,8.0,94.4,--,3.4,0.012,--,1.6,1.4,5.3,0.02,--,--,--,--,2.42,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/12/9 下午 02:46:00,2158,45,0.5,23.7,23.3,8.49,359,--,8.8,103.5,2.2,7.4,0.010,--,2.9,2.7,8.3,0.07,--,--,--,--,1.55,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/11/8 下午 02:49:00,2158,43,0.5,28.2,27.8,8.30,359,--,7.7,98.8,3.2,5.4,0.011,--,1.5,1.8,4.8,0.07,--,--,--,--,1.48,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/10/1 下午 02:31:00,2158,47,0.5,29.1,29.9,8.22,358,--,7.2,96.6,2.6,9.4,0.014,--,2.3,2.8,6.0,0.06,--,--,--,--,1.56,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/9/10 下午 02:30:00,2158,49,0.5,28.3,30.5,8.78,348,--,10.1,136.8,2.2,6.8,0.023,--,3.1,3.7,7.5,0.02,--,--,--,--,2.36,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/8/8 下午 02:28:00,2158,50,0.5,29.5,32.4,8.75,363,--,9.6,135.9,1.4,8.0,0.017,--,3.6,3.8,12.9,0.03,--,--,--,--,2.02,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/7/8 下午 02:33:00,2158,46,0.5,30.6,30.2,8.52,403,--,8.7,116.4,1.8,3.1,0.018,--,1.9,2.5,4.8,0.02,--,--,--,--,1.39,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/6/20 下午 02:35:00,2158,43,0.5,33.4,31.2,8.51,398,--,9.5,130.4,2.2,6.2,0.007,--,1.1,1.0,7.3,0.01,--,--,--,--,2.12,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/5/6 下午 02:33:00,2158,48,0.5,24.2,26.9,8.48,376,--,8.0,102.0,1.8,10.1,0.012,--,2.5,2.5,4.3,0.02,--,--,--,--,1.65,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/4/16 下午 02:25:00,2158,45,0.5,25.2,25.2,8.44,368,--,8.3,102.8,2.6,4.2,0.016,--,1.8,2.1,8.8,<0.01,--,--,--,--,1.80,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/3/11 下午 02:29:00,2158,46,0.5,19.3,21.9,8.48,357,--,8.1,93.6,2.6,7.6,0.012,--,1.9,2.4,7.8,0.04,--,--,--,--,1.80,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/2/19 下午 02:38:00,2158,46,0.5,27.0,24.0,8.78,360,--,9.6,115.3,2.4,10.5,0.009,--,1.8,2.8,6.5,0.03,--,--,--,--,1.96,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2019/1/10 下午 02:34:00,2158,44,0.5,25.9,23.8,8.44,356,--,9.2,109.2,2.2,4.9,0.009,--,1.7,1.4,7.3,0.03,--,--,--,--,1.57,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/12/9 上午 09:00:00,2159,45,0.5,20.6,22.0,8.50,380,--,7.8,89.6,1.6,4.6,0.010,--,5.9,6.2,8.0,0.05,--,--,--,--,1.35,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/12/9 上午 09:09:00,2159,--,6.9,20.6,22.1,8.50,377,--,7.7,88.8,--,4.1,0.023,--,7.0,7.6,7.0,0.05,--,--,--,--,1.88,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/11/8 上午 09:28:00,2159,45,0.5,26.1,27.3,8.34,365,--,6.9,87.8,1.6,3.0,0.012,--,2.9,3.4,<4.0,0.06,--,--,--,--,1.02,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/11/8 上午 09:45:00,2159,--,7.1,26.1,27.1,8.36,364,--,6.8,86.8,--,2.7,0.012,--,5.5,6.6,<4.0,0.06,--,--,--,--,1.04,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/10/1 上午 09:27:00,2159,44,0.5,27.4,28.9,8.58,354,--,8.6,113.0,2.0,4.8,0.009,--,3.4,3.5,5.0,0.06,--,--,--,--,1.34,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/10/1 上午 09:39:00,2159,--,10.9,27.4,28.8,8.30,351,--,6.1,79.8,--,4.2,0.011,--,3.8,4.1,4.5,0.06,--,--,--,--,1.00,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/9/10 上午 09:14:00,2159,43,0.5,28.5,30.0,8.77,330,--,9.0,121.4,2.0,4.9,0.008,--,3.2,3.5,<4.0,0.02,--,--,--,--,1.04,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/9/10 上午 09:25:00,2159,--,11.5,28.5,29.1,8.10,347,--,4.5,59.6,--,3.1,0.010,--,7.8,7.9,<4.0,0.02,--,--,--,--,0.87,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/8/8 上午 09:18:00,2159,47,0.5,30.5,31.9,8.59,359,--,8.9,124.0,1.8,4.1,0.017,--,2.0,2.3,8.4,0.02,--,--,--,--,1.36,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/8/8 上午 09:29:00,2159,--,10.8,30.5,29.6,7.84,393,--,2.7,37.0,--,2.5,0.021,--,5.4,5.2,6.4,0.03,--,--,--,--,0.98,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/7/8 上午 09:00:00,2159,46,0.5,27.9,29.2,8.64,393,--,8.3,110.4,1.6,3.0,0.014,--,3.4,3.4,6.1,0.03,--,--,--,--,1.00,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/7/8 上午 09:12:00,2159,--,9.9,27.9,29.0,8.48,396,--,7.3,97.0,--,2.4,0.014,--,9.3,11.3,4.5,0.02,--,--,--,--,0.93,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/6/20 上午 09:15:00,2159,44,0.5,32.5,31.2,8.54,417,--,8.9,122.2,1.4,3.5,0.008,--,2.9,3.0,4.8,0.01,--,--,--,--,1.58,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/6/20 上午 09:26:00,2159,--,9.8,32.5,27.9,8.08,426,--,4.6,58.9,--,2.8,0.008,--,9.1,9.6,5.8,0.01,--,--,--,--,1.15,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/5/6 上午 09:05:00,2159,49,0.5,23.3,25.7,8.48,427,--,7.9,98.4,0.8,6.1,0.009,--,9.9,8.5,4.8,0.04,--,--,--,--,1.47,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/5/6 上午 09:15:00,2159,--,1.2,23.3,26.1,8.46,439,--,7.7,96.8,--,5.8,0.014,--,20,20.1,5.3,0.04,--,--,--,--,1.21,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/4/16 上午 09:38:00,2159,45,0.5,25.8,25.5,8.44,378,--,8.2,100.8,1.4,3.8,0.010,--,12,12.8,6.3,0.02,--,--,--,--,1.41,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/4/16 上午 09:00:00,2159,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,水庫測點水深不足，無法採樣
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/3/11 上午 09:32:00,2159,46,0.5,19.7,21.9,8.50,387,--,8.5,97.6,1.4,5.5,0.008,--,6.0,6.2,6.3,0.04,--,--,--,--,1.87,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/3/11 上午 09:42:00,2159,--,4.1,19.7,22.1,8.50,381,--,8.4,97.6,--,4.2,0.010,--,11,13.2,5.8,0.04,--,--,--,--,1.53,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/2/19 上午 09:33:00,2159,44,0.5,25.3,24.0,8.65,374,--,9.8,117.7,2.0,3.6,0.010,--,3.8,4.3,6.0,0.04,--,--,--,--,1.56,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/2/19 上午 09:48:00,2159,--,3.3,25.3,23.8,8.66,372,--,9.7,115.4,--,3.0,0.009,--,3.1,3.1,4.5,0.03,--,--,--,--,1.29,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/1/10 上午 09:00:00,2159,45,0.5,23.4,23.4,8.52,387,--,8.9,105.0,1.8,3.7,0.013,--,2.9,2.2,<4.0,0.06,--,--,--,--,1.25,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2019/1/10 上午 09:12:00,2159,--,6.5,23.4,23.1,8.42,378,--,7.5,87.4,--,3.3,0.016,--,3.2,2.6,4.3,0.04,--,--,--,--,1.92,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/12/9 上午 09:20:00,2160,48,0.5,20.9,22.5,8.56,375,--,7.9,91.2,1.8,5.7,0.018,--,4.1,3.4,4.0,0.06,--,--,--,--,1.51,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/11/8 上午 10:05:00,2160,47,0.5,26.4,27.0,8.29,365,--,6.6,83.3,1.6,5.0,0.012,--,3.8,4.1,<4.0,0.07,--,--,--,--,1.15,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/10/1 上午 09:53:00,2160,46,0.5,28.2,29.1,8.56,348,--,8.3,109.4,2.2,6.3,0.012,--,4.3,4.5,<4.0,0.07,--,--,--,--,1.19,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/9/10 上午 09:38:00,2160,46,0.5,28.7,30.0,8.78,328,--,9.0,120.8,2.0,5.7,0.012,--,4.5,4.7,<4.0,0.02,--,--,--,--,0.95,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/8/8 上午 09:44:00,2160,48,0.5,30.6,31.9,8.58,356,--,8.6,119.5,1.8,7.1,0.016,--,1.8,2.2,10.9,0.02,--,--,--,--,1.53,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/7/8 上午 09:30:00,2160,46,0.5,28.1,29.5,8.62,390,--,8.4,112.4,1.6,4.7,0.012,--,4.4,5.3,5.1,0.02,--,--,--,--,1.02,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/6/20 上午 09:42:00,2160,45,0.5,33.0,30.9,8.55,399,--,9.1,123.9,1.8,4.1,0.012,--,0.90,<1.0,8.3,0.02,--,--,--,--,1.59,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/5/6 上午 09:32:00,2160,54,0.5,23.3,26.0,8.45,425,--,7.8,97.0,1.0,11.4,0.020,--,9.6,12.2,5.8,0.04,--,--,--,--,1.47,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/4/16 上午 09:59:00,2160,49,0.5,25.8,25.6,8.52,378,--,8.1,100.2,1.2,7.3,0.011,--,5.9,6.2,6.8,0.01,--,--,--,--,1.61,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/3/11 上午 09:58:00,2160,47,0.5,18.8,21.5,8.50,368,--,8.4,96.0,1.8,6.7,0.011,--,4.7,5.3,7.3,0.04,--,--,--,--,1.95,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/2/19 上午 10:14:00,2160,45,0.5,26.1,24.3,8.68,372,--,9.6,115.8,2.0,3.9,0.012,--,3.2,3.7,4.5,0.03,--,--,--,--,1.38,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2019/1/10 上午 09:27:00,2160,46,0.5,25.3,23.3,8.55,376,--,8.8,104.0,1.8,3.9,0.014,--,3.3,3.1,5.3,0.03,--,--,--,--,2.11,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/12/9 上午 09:33:00,2161,49,0.5,21.2,21.8,8.48,375,--,7.6,87.4,1.4,4.4,0.019,--,3.7,4.3,6.0,0.05,--,--,--,--,1.21,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/11/8 上午 10:27:00,2161,43,0.5,27.3,27.4,8.32,364,--,6.6,84.4,2.2,3.8,0.010,--,3.1,3.0,<4.0,0.06,--,--,--,--,1.13,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/10/1 上午 10:09:00,2161,44,0.5,28.5,29.3,8.62,346,--,8.4,111.2,2.4,5.1,0.010,--,3.3,3.9,4.0,0.07,--,--,--,--,1.10,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/9/10 上午 09:55:00,2161,45,0.5,29.0,30.4,8.81,326,--,9.3,125.1,2.0,5.5,0.010,--,3.1,3.1,<4.0,0.01,--,--,--,--,0.98,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/8/8 上午 10:00:00,2161,46,0.5,31.2,31.6,8.64,353,--,8.9,123.4,2.2,3.1,0.020,--,2.3,2.6,4.3,0.01,--,--,--,--,1.50,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/7/8 上午 09:48:00,2161,47,0.5,29.1,29.4,8.63,390,--,8.5,112.6,1.4,3.2,0.016,--,3.4,3.4,5.1,0.01,--,--,--,--,0.96,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/6/20 上午 10:05:00,2161,44,0.5,33.0,31.0,8.56,399,--,8.8,120.3,1.8,4.0,0.010,--,2.5,2.3,6.8,0.02,--,--,--,--,1.43,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/5/6 上午 09:49:00,2161,50,0.5,23.2,25.9,8.50,422,--,7.9,98.6,1.0,8.2,0.010,--,5.6,6.1,5.3,0.03,--,--,--,--,1.30,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/4/16 上午 10:17:00,2161,48,0.5,25.8,25.7,8.48,378,--,8.3,103.0,1.2,8.2,0.009,--,4.8,4.8,6.8,0.01,--,--,--,--,1.45,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/3/11 上午 10:11:00,2161,46,0.5,18.7,20.7,8.52,367,--,8.6,96.8,2.2,5.9,0.014,--,3.0,3.3,7.8,0.03,--,--,--,--,1.91,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/2/19 上午 10:23:00,2161,45,0.5,27.4,24.8,8.68,371,--,9.6,115.8,2.2,3.1,0.017,--,2.3,3.3,6.5,0.03,--,--,--,--,1.81,--,--
仁義潭水庫,嘉義縣,仁義潭水庫三,甲,2019/1/10 上午 09:43:00,2161,44,0.5,26.3,23.4,8.58,375,--,9.1,107.8,2.2,3.4,0.012,--,2.5,1.6,<4.0,0.04,--,--,--,--,1.47,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/12/9 上午 09:42:00,2162,49,0.5,21.8,21.8,8.46,375,--,7.5,86.2,1.4,4.6,0.017,--,3.8,3.9,<4.0,0.04,--,--,--,--,1.30,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/11/8 上午 10:45:00,2162,44,0.5,27.4,27.4,8.34,364,--,6.7,85.6,2.4,4.3,0.011,--,2.0,2.0,6.3,0.05,--,--,--,--,1.10,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/10/1 上午 10:24:00,2162,44,0.5,28.9,29.1,8.64,342,--,8.4,110.4,2.4,5.8,0.009,--,2.5,2.9,<4.0,0.05,--,--,--,--,1.15,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/9/10 上午 10:10:00,2162,45,0.5,29.2,30.3,8.82,325,--,9.3,124.8,2.2,4.6,0.014,--,2.4,2.1,<4.0,0.01,--,--,--,--,1.03,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/8/8 上午 10:13:00,2162,46,0.5,31.5,31.7,8.66,353,--,8.7,121.4,2.2,4.5,0.016,--,1.3,2.8,9.4,0.03,--,--,--,--,1.31,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/7/8 上午 10:02:00,2162,46,0.5,29.0,29.3,8.60,390,--,8.4,112.0,1.4,4.1,0.011,--,2.6,2.9,5.6,0.02,--,--,--,--,1.03,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/6/20 上午 10:21:00,2162,43,0.5,33.5,30.6,8.54,398,--,8.8,119.5,1.4,3.2,0.007,--,3.0,3.1,<4.0,0.01,--,--,--,--,1.34,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/5/6 上午 10:03:00,2162,50,0.5,23.2,25.7,8.48,427,--,7.9,98.4,0.8,8.0,0.009,--,6.9,3.9,<4.0,0.03,--,--,--,--,1.35,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/4/16 上午 10:32:00,2162,47,0.5,25.9,25.5,8.48,376,--,8.4,103.8,1.6,5.1,0.012,--,3.9,5.8,7.8,0.01,--,--,--,--,2.02,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/3/11 上午 10:27:00,2162,43,0.5,18.7,20.9,8.52,366,--,8.5,96.6,2.4,5.9,0.007,--,2.9,3.3,5.8,0.03,--,--,--,--,1.95,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/2/19 上午 10:49:00,2162,39,0.5,27.8,24.7,8.68,373,--,9.3,112.4,3.0,2.5,0.007,--,1.5,2.1,6.5,0.03,--,--,--,--,1.71,--,--
仁義潭水庫,嘉義縣,仁義潭水庫四,甲,2019/1/10 上午 09:58:00,2162,43,0.5,27.6,23.3,8.60,373,--,9.1,101.8,2.0,3.3,0.010,--,2.5,1.5,6.3,0.03,--,--,--,--,1.66,--,--
曾文水庫,嘉義縣,曾文水庫一,乙,2019/12/3 上午 09:27:00,2163,46,0.5,21.2,25.0,8.01,263,--,6.3,77.6,1.6,2.3,0.017,--,2.6,2.2,<4.0,0.03,--,--,--,--,0.95,--,--
曾文水庫,嘉義縣,曾文水庫一,乙,2019/11/5 上午 09:37:00,2163,50,0.5,27.9,27.4,8.70,270,--,7.9,102.1,2.0,5.0,0.034,--,2.7,2.6,7.1,0.04,--,--,--,--,1.58,--,--
曾文水庫,嘉義縣,曾文水庫一,乙,2019/10/1 上午 09:30:00,2163,49,0.5,26.4,28.4,8.92,232,--,9.9,130.6,1.8,8.9,0.015,--,4.5,5.0,6.3,0.05,--,--,--,--,1.73,--,--
曾文水庫,嘉義縣,曾文水庫一,乙,2019/9/3 上午 09:16:00,2163,51,0.5,32.5,29.7,8.94,247,--,9.6,129.7,2.0,9.0,0.027,--,3.1,3.4,<4.0,0.04,--,--,--,--,1.57,--,--
曾文水庫,嘉義縣,曾文水庫一,乙,2019/8/6 上午 09:15:00,2163,45,0.5,30.8,30.0,8.76,261,--,8.7,119.4,2.2,5.8,0.011,--,2.0,3.8,12.4,0.01,--,--,--,--,2.09,--,--
曾文水庫,嘉義縣,曾文水庫一,乙,2019/7/8 上午 09:52:00,2163,50,0.5,28.9,28.5,8.92,256,--,9.5,125.8,2.0,8.7,0.022,--,3.0,3.3,5.9,0.02,--,--,--,--,1.36,--,--
