採樣分區,縣市,測站名稱,採樣日期,測站編號,水面至井口深度,水溫,導電度,酸鹼值,溶氧(電極法),溶氧飽和度,氧化還原電位,總硬度,總溶解固體物,氯鹽,氨氮,硝酸鹽氮,硫酸鹽,總有機碳,砷,鎘,鉻,銅,鉛,鋅,鐵,錳,汞,鎳,總酚,氟鹽,鈉,鉀,鈣,鎂,總鹼度,苯,甲苯,乙苯,二甲苯,naphthalene,四氯化碳,氯苯,氯仿,氯甲烷,1,4—二氯苯,1,1—二氯乙烷,1,2—二氯乙烷,1,1—二氯乙烯,順1,2—二氯乙烯,反1,2—二氯乙烯,三氯乙烯,四氯乙烯,氯乙烯,二氯甲烷,1,1,2—三氯乙烷,1,1,1—三氯乙烷,1,2-二氯苯,甲基第三丁基醚,備註
,,,,,m,℃,μmho/cm25℃,,mg/L,%,mV,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
屏東平原,屏東縣,以栗國小,2017/10/26 上午 09:55:00,4527,2.032,29.4,7100,7.2,1.0,--,<0.6,994,4470,2020,2.35,<0.01,301,0.98,0.0021,0.001,<0.001,<0.001,<0.003,<0.002,0.298,0.438,--,--,0.0208,0.41,1120,43.0,159,145,280,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,以栗國小,2017/5/25 上午 09:39:00,4527,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,華龍國小,2017/10/18 下午 03:19:00,4537,3.696,26.5,737,6.7,4.6,--,226.1,287,486,17.2,0.04,3.46,196,1.20,<0.0003,<0.001,<0.001,0.001,<0.003,0.003,<0.005,<0.005,--,--,<0.0060,<0.10,44.7,3.80,75.3,22.1,171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,華龍國小,2017/4/19 下午 02:58:00,4537,7.315,26.5,769,6.7,4.2,--,<6.1,299,532,15.4,0.03,3.94,232,1.69,<0.0003,<0.001,<0.001,0.001,<0.003,0.010,<0.005,<0.005,<0.0003,<0.005,<0.0060,0.10,45.3,3.97,92.3,22.1,171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,華龍國小,2017/3/17 下午 03:31:00,4537,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,大安國中,2017/10/24 下午 02:43:00,4538,1.470,27.6,653,6.4,1.9,--,246.6,303,488,28.4,0.05,2.67,145,1.61,<0.0003,<0.001,<0.001,0.002,<0.003,0.007,0.014,0.006,--,--,<0.0060,0.11,17.6,4.98,77.1,20.9,140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大安國中,2017/4/20 下午 12:41:00,4538,1.564,24.5,651,6.5,0.8,--,1.4,289,510,23.9,0.07,2.91,151,1.96,<0.0003,<0.001,<0.001,<0.001,<0.003,0.010,0.235,0.060,<0.0003,0.008,0.0184,0.11,18.2,5.40,86.0,22.1,151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大安國中,2017/3/20 上午 11:41:00,4538,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,清水國小(台中市),2017/10/24 下午 04:28:00,4541,0.780,32.8,671,7.0,0.2,--,<132.9,279,430,28.7,1.98,<0.01,8.6,4.80,0.0059,<0.001,<0.001,0.001,<0.003,<0.002,2.04,0.391,--,--,<0.0060,0.33,25.8,6.12,93.3,7.72,292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,清水國小(台中市),2017/4/20 下午 03:28:00,4541,0.764,27.5,559,7.1,0.2,--,158.6,241,368,18.8,1.05,0.01,5.5,3.38,0.0033,<0.001,<0.001,<0.001,<0.003,0.002,2.42,0.525,<0.0003,0.023,<0.0060,0.28,21.8,5.19,88.9,7.08,265,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,清水國小(台中市),2017/3/20 下午 02:31:00,4541,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,梧南國小,2017/10/16 上午 11:19:00,4542,1.763,28.0,781,7.1,0.3,--,<163.5,320,482,36.1,0.28,0.02,42.8,1.96,0.0076,<0.001,<0.001,0.001,<0.003,0.002,2.89,0.197,--,--,<0.0060,0.58,34.2,17.3,74.1,34.4,311,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,梧南國小,2017/4/24 上午 11:28:00,4542,1.840,26.3,768,7.1,0.9,--,<205.6,314,470,33.4,0.26,0.01,46.4,2.14,0.0046,<0.001,<0.001,<0.001,<0.003,0.006,2.03,0.202,<0.0003,0.019,<0.0060,0.54,35.8,17.3,73.2,34.7,312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,梧南國小,2017/3/15 上午 10:16:00,4542,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,龍港國小(台中市),2017/10/16 下午 03:11:00,4546,1.010,28.3,1020,7.0,0.3,--,<112.5,370,626,86.8,0.42,0.04,163,2.89,0.0023,<0.001,<0.001,0.001,<0.003,0.004,2.51,0.612,--,--,<0.0060,0.39,69.5,8.34,85.7,38.7,248,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,龍港國小(台中市),2017/4/24 下午 02:54:00,4546,1.562,26.4,976,7.0,0.8,--,<88.3,340,682,67.8,0.33,<0.01,162,3.29,0.0014,<0.001,<0.001,0.001,<0.003,0.009,1.72,0.608,<0.0003,0.018,<0.0060,0.36,62.9,8.94,79.7,37.7,257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,龍港國小(台中市),2017/3/15 上午 11:31:00,4546,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,大肚國小,2017/10/19 下午 03:43:00,4547,19.373,26.9,333,5.8,0.5,--,93.3,91.7,206,36.4,0.07,3.02,25.0,1.55,<0.0003,<0.001,<0.001,0.001,<0.003,0.005,1.68,0.230,--,--,<0.0060,<0.10,28.0,2.56,9.92,16.2,60.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大肚國小,2017/4/20 下午 04:36:00,4547,19.058,28.4,318,5.9,0.7,--,51.2,90.2,208,35.0,0.74,3.23,21.5,1.53,<0.0003,<0.001,<0.001,<0.001,<0.003,0.006,2.03,0.231,<0.0003,0.017,<0.0060,<0.10,28.5,2.75,10.5,17.1,75.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大肚國小,2017/3/15 下午 02:21:00,4547,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,東興國小(台中市),2017/10/18 下午 02:53:00,4548,6.507,27.0,382,6.3,0.3,--,145.3,154,244,17.6,0.08,2.38,59.3,1.18,<0.0003,<0.001,<0.001,<0.001,<0.003,0.002,<0.005,0.007,--,--,<0.0060,0.11,15.6,1.91,38.7,11.7,96.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,東興國小(台中市),2017/3/15 下午 02:10:00,4548,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,中華國小,2017/10/18 下午 12:06:00,4549,12.015,26.5,412,6.2,0.4,--,131.2,164,252,16.4,0.32,4.16,56.8,1.04,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.009,0.072,--,--,<0.0060,0.11,16.3,3.31,42.4,11.3,103,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,中華國小,2017/3/15 上午 11:43:00,4549,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,鎮平國小,2017/10/18 下午 03:21:00,4550,3.551,28.5,812,6.9,0.8,--,<41.4,320,492,22.6,0.40,0.02,105,2.78,0.0004,<0.001,<0.001,0.001,<0.003,0.006,0.189,0.158,--,--,<0.0060,0.23,22.8,1.42,99.7,12.3,215,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,鎮平國小,2017/3/15 上午 10:06:00,4550,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,台中國小,2017/10/1 上午 08:00:00,4551,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
臺中地區,臺中市,台中國小,2017/4/1 上午 08:00:00,4551,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
臺中地區,臺中市,台中國小,2017/4/1 上午 08:00:00,4551,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
臺中地區,彰化縣,大竹國小(彰化縣),2017/10/16 上午 11:12:00,4552,3.237,30.1,512,6.3,1.1,--,32.4,187,311,19.6,0.01,4.94,54.0,3.04,0.0006,<0.001,<0.001,0.001,<0.003,0.004,0.010,0.011,--,--,<0.0060,0.22,36.9,3.08,45.1,15.5,142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,彰化縣,大竹國小(彰化縣),2017/4/24 上午 11:43:00,4552,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,僑仁國小,2017/10/23 下午 02:54:00,4553,5.107,26.5,640,6.4,0.1,--,76.3,282,424,19.3,1.00,0.01,85.9,2.74,0.0003,<0.001,<0.001,0.001,<0.003,0.004,0.051,0.198,--,--,<0.0060,0.17,20.5,2.70,79.3,18.0,217,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,僑仁國小,2017/7/10 下午 02:35:00,4553,5.063,26.8,740,6.4,0.2,--,102.5,328,507,13.9,1.02,0.01,122,3.08,0.0003,<0.001,<0.001,0.001,<0.003,0.005,0.048,0.235,--,--,<0.0060,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,僑仁國小,2017/4/20 上午 11:14:00,4553,5.214,27.2,649,6.4,0.4,--,70.0,309,460,9.7,0.02,0.01,107,3.90,<0.0003,<0.001,<0.001,0.001,<0.003,0.008,0.043,0.224,<0.0003,0.008,<0.0060,0.16,21.1,3.18,94.3,20.9,234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,僑仁國小,2017/3/13 下午 02:02:00,4553,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,僑仁國小,2017/1/11 下午 02:43:00,4553,5.305,26.7,680,6.4,0.1,--,82.6,310,466,8.0,0.81,0.01,111,3.61,0.0004,<0.001,<0.001,0.001,<0.003,0.006,0.043,0.237,<0.0003,<0.005,0.0762,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大里國小,2017/10/23 下午 03:31:00,4554,6.130,27.9,518,6.6,0.2,--,119.3,229,346,23.5,0.34,1.55,60.9,1.42,<0.0003,<0.001,<0.001,0.001,<0.003,0.003,<0.005,0.016,--,--,<0.0060,0.10,17.3,3.18,59.7,14.8,161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大里國小,2017/4/19 下午 03:09:00,4554,3.460,26.7,506,6.6,0.4,--,<105.2,216,360,17.3,0.62,1.12,64.6,2.62,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,0.015,0.019,<0.0003,<0.005,<0.0060,0.10,18.8,4.35,64.1,16.0,163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,大里國小,2017/3/21 下午 02:01:00,4554,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,彰化縣,快官國小,2017/10/16 上午 09:26:00,4555,6.400,27.9,429,6.3,1.1,--,<23.2,183,290,12.6,0.09,3.58,27.9,1.47,0.0005,<0.001,<0.001,0.001,<0.003,0.003,0.034,0.524,--,--,<0.0060,0.17,22.8,1.07,27.3,26.1,163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,彰化縣,快官國小,2017/4/24 上午 09:53:00,4555,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,彰化縣,快官國小,2017/4/18 上午 09:54:00,4555,7.637,28.6,445,6.4,0.2,--,171.7,172,270,14.0,0.08,6.58,34.3,1.42,0.0005,<0.001,<0.001,0.001,<0.003,0.010,0.074,0.098,<0.0003,0.006,<0.0060,0.27,24.3,1.35,39.3,17.1,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,四德國小,2017/10/23 下午 12:25:00,4556,2.503,29.5,605,6.5,0.4,--,<15.3,278,424,19.0,0.07,0.13,102,2.30,0.0004,<0.001,<0.001,0.001,<0.003,0.004,0.425,0.125,--,--,<0.0060,0.17,14.5,3.91,89.1,11.9,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,四德國小,2017/7/10 上午 11:15:00,4556,2.291,27.6,547,6.6,0.2,--,10.3,267,403,11.0,0.05,0.47,84.3,2.72,0.0004,<0.001,<0.001,<0.001,<0.003,0.005,0.175,0.132,--,--,<0.0060,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,四德國小,2017/4/19 上午 11:51:00,4556,2.482,26.7,623,6.4,0.7,--,121.5,285,420,14.9,0.02,0.29,145,3.30,<0.0003,<0.001,<0.001,0.001,<0.003,0.008,0.017,0.053,<0.0003,0.005,<0.0060,0.17,16.7,4.11,98.4,14.9,175,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,四德國小,2017/3/13 上午 11:31:00,4556,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,四德國小,2017/1/11 上午 10:46:00,4556,3.014,27.6,616,6.4,0.3,--,39.8,282,452,12.5,0.04,0.06,124,2.53,0.0005,<0.001,<0.001,<0.001,<0.003,0.006,0.172,0.093,<0.0003,<0.005,0.0485,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,敦和國小,2017/10/5 上午 09:42:00,4559,8.113,30.3,399,6.4,3.1,--,119.3,149,267,18.7,0.05,5.21,50.0,1.36,0.0013,<0.001,<0.001,0.001,<0.003,0.009,0.014,<0.005,--,--,<0.0060,0.14,20.6,1.30,32.3,14.0,92.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,敦和國小,2017/4/21 下午 03:27:00,4559,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,南投縣,平和國小(南投市),2017/10/5 下午 03:35:00,4560,6.479,25.5,303,6.1,1.1,--,<10.3,98.5,194,12.3,0.04,0.14,54.2,1.64,0.0033,<0.001,<0.001,0.001,<0.003,0.005,3.95,0.309,--,--,<0.0060,0.15,25.2,1.51,16.0,14.0,67.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,南投縣,平和國小(南投市),2017/5/2 上午 11:03:00,4560,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺北盆地,新北市,聖心國小,2017/11/9 下午 04:11:00,4562,3.018,26.3,891,6.4,2.4,--,205,412,492,95.1,0.05,2.95,96.3,2.28,0.0006,<0.001,0.001,0.002,<0.003,0.009,0.141,0.069,--,--,0.0072,0.13,61.4,5.51,123,21.4,307,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,聖心國小,2017/8/8 下午 01:35:00,4562,2.855,26.9,665,6.5,1.4,--,58.8,275,472,44.1,0.04,2.55,60.2,2.53,0.0011,<0.001,<0.001,0.001,<0.003,0.006,0.035,0.035,--,--,<0.0060,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,聖心國小,2017/5/9 下午 05:18:00,4562,2.906,24.9,708,6.5,1.7,--,180,291,446,47.5,0.02,3.28,55.2,1.99,0.0007,<0.001,<0.001,0.003,<0.003,0.015,0.051,0.010,<0.0003,<0.005,<0.0060,0.12,36.9,3.50,89.7,16.8,252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,聖心國小,2017/4/12 上午 09:58:00,4562,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,聖心國小,2017/2/14 上午 11:49:00,4562,3.251,23.8,474,6.5,2.9,--,106,173,320,27.9,0.03,0.04,45.5,1.60,0.0004,<0.001,<0.001,0.002,<0.003,0.011,0.116,0.107,<0.0003,<0.005,<0.0060,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,臺北市,仁愛國中,2017/11/13 下午 01:09:00,4564,3.783,26.8,554,5.2,1.0,--,272,103,308,66.0,0.11,16.7,27.1,1.42,0.0003,<0.001,<0.001,0.004,<0.003,0.126,0.035,0.241,--,--,<0.0060,<0.10,26.1,9.84,37.2,4.45,40.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,臺北市,仁愛國中,2017/4/13 下午 01:56:00,4564,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,清水國小(新北市),2017/11/7 下午 04:46:00,4565,1.776,25.1,926,6.4,2.2,--,82.3,442,678,33.3,0.18,0.23,233,4.10,0.0003,<0.001,<0.001,0.003,<0.003,0.008,0.069,0.852,--,--,0.0152,0.17,39.5,9.25,143,28.3,287,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,清水國小(新北市),2017/4/10 下午 03:27:00,4565,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,三峽國小,2017/11/14 下午 12:53:00,4567,8.332,28.5,348,6.2,1.1,--,198,130,195,8.0,0.03,1.96,55.5,1.03,<0.0003,<0.001,0.001,<0.001,<0.003,0.011,0.046,0.011,--,--,0.0082,<0.10,18.9,4.86,44.6,7.55,95.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,三峽國小,2017/4/14 下午 12:12:00,4567,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,天生國小,2017/11/14 上午 10:31:00,4569,1.391,26.2,500,6.2,1.0,--,6.0,197,302,33.0,0.31,0.08,55.5,3.35,0.0049,<0.001,<0.001,<0.001,<0.003,0.015,7.84,0.682,--,--,0.0074,<0.10,30.5,3.03,68.2,12.6,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,天生國小,2017/5/9 上午 10:52:00,4569,1.622,23.6,522,6.2,1.3,--,62.5,190,290,32.7,0.26,0.01,52.6,3.39,0.0013,<0.001,<0.001,0.001,<0.003,0.011,3.58,0.531,<0.0003,<0.005,<0.0060,<0.10,23.3,2.58,59.6,12.5,174,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,天生國小,2017/4/14 上午 09:29:00,4569,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
