採樣分區,縣市,測站名稱,採樣日期,測站編號,水面至井口深度,水溫,導電度,酸鹼值,溶氧(電極法),溶氧飽和度,氧化還原電位,總硬度,總溶解固體物,氯鹽,氨氮,硝酸鹽氮,硫酸鹽,總有機碳,砷,鎘,鉻,銅,鉛,鋅,鐵,錳,汞,鎳,總酚,氟鹽,鈉,鉀,鈣,鎂,總鹼度,苯,甲苯,乙苯,二甲苯,naphthalene,四氯化碳,氯苯,氯仿,氯甲烷,1,4—二氯苯,1,1—二氯乙烷,1,2—二氯乙烷,1,1—二氯乙烯,順1,2—二氯乙烯,反1,2—二氯乙烯,三氯乙烯,四氯乙烯,氯乙烯,二氯甲烷,1,1,2—三氯乙烷,1,1,1—三氯乙烷,1,2-二氯苯,甲基第三丁基醚,備註
,,,,,m,℃,μmho/cm25℃,,mg/L,%,mV,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
澎湖地區,澎湖縣,港子國小,2017/5/17 下午 02:59:00,4441,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
澎湖地區,澎湖縣,港子國小,2017/4/20 下午 01:56:00,4441,2.224,25.2,3530,7.5,4.7,--,161.4,608,2170,890,<0.01,0.14,140,1.68,0.0015,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,<0.0003,<0.005,0.109,0.32,561,19.6,94.3,100,332,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,美濃國中,2017/10/27 下午 02:34:00,4447,5.620,28.3,724,7.0,1.0,--,<111.7,350,440,16.8,0.01,0.04,56.0,0.87,0.0028,<0.001,<0.001,<0.001,<0.003,<0.002,0.609,0.377,--,--,0.0414,0.31,16.8,3.62,123,18.4,306,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,美濃國中,2017/5/12 下午 01:14:00,4447,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,高雄市,美濃國中,2017/4/26 上午 11:13:00,4447,5.535,28.5,653,7.0,1.5,--,<48.9,347,494,8.5,0.03,0.01,78.2,0.64,0.0010,<0.001,<0.001,<0.001,<0.003,<0.002,0.521,0.319,<0.0003,<0.005,0.0425,0.29,16.3,3.45,113,17.6,286,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,溪洲國小(高雄市),2017/10/24 下午 03:24:00,4448,8.235,26.9,496,6.7,2.0,--,<44.2,205,293,9.1,0.04,0.03,55.1,0.72,0.0045,<0.001,<0.001,<0.001,<0.003,<0.002,5.25,0.601,--,--,0.0404,0.12,20.7,5.68,56.7,18.2,183,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,溪洲國小(高雄市),2017/7/14 下午 02:19:00,4448,8.891,26.9,420,6.6,0.8,--,<112.9,165,268,7.7,0.05,0.03,38.2,0.81,0.0044,<0.001,<0.001,<0.001,<0.003,0.003,6.03,0.704,--,--,0.0180,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,溪洲國小(高雄市),2017/4/26 下午 03:10:00,4448,9.045,27.4,418,6.7,2.3,--,<65.5,174,288,9.8,0.06,0.01,51.9,0.72,0.0031,<0.001,<0.001,<0.001,<0.003,0.002,6.43,0.702,<0.0003,<0.005,0.0380,0.13,21.5,5.61,46.7,15.1,158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,溪洲國小(高雄市),2017/3/28 下午 03:15:00,4448,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,高雄市,溪洲國小(高雄市),2017/1/16 下午 12:45:00,4448,7.736,26.3,575,6.7,1.3,--,<64.2,254,360,9.7,0.02,<0.01,62.3,0.51,0.0026,<0.001,<0.001,0.001,<0.003,<0.002,4.37,0.495,<0.0003,<0.005,<0.006,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,信國社區活動中心,2017/10/21 上午 10:12:00,4450,10.983,27.2,955,7.0,3.3,--,87.2,474,696,5.0,<0.01,1.76,291,0.75,<0.0003,<0.001,<0.001,<0.001,<0.003,0.006,0.110,0.014,--,--,0.0351,<0.1,14.1,2.95,161,28.4,239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,信國社區活動中心,2017/5/15 上午 10:11:00,4450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,後庄國小,2017/11/13 上午 11:45:00,4452,6.111,26.8,838,7.0,1.7,--,223.6,407,622,12.7,<0.01,11.1,102,0.94,<0.0003,<0.001,<0.001,<0.001,0.003,<0.002,<0.005,0.579,--,--,0.0306,0.15,13.4,7.98,153,19.7,280,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,後庄國小,2017/5/11 上午 11:10:00,4452,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,後庄國小,2017/4/24 上午 11:22:00,4452,6.762,27.6,764,7.0,2.3,--,152.0,406,628,11.3,0.01,9.10,91.8,1.35,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.376,<0.0003,<0.005,0.0150,0.19,13.6,7.90,143,19.3,305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新圍國小,2017/10/14 上午 11:33:00,4453,8.830,26.7,735,7.0,5.6,--,150.2,386,510,10.9,<0.01,9.83,122,0.88,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.015,<0.005,--,--,0.0357,<0.1,8.55,1.42,136,16.7,244,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新圍國小,2017/2/6 上午 11:55:00,4453,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,0.00415,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,和平國小(屏東縣),2017/10/23 下午 02:04:00,4455,4.525,27.0,800,7.0,2.1,--,109.8,410,576,20.0,<0.01,0.76,121,0.86,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.006,1.10,--,--,0.0206,0.17,19.6,3.88,149,18.9,297,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,和平國小(屏東縣),2017/3/21 上午 11:21:00,4455,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,前進國小,2017/10/19 下午 01:12:00,4456,3.399,28.0,936,6.9,1.2,--,<129.1,416,596,61.5,0.91,0.02,81.4,1.29,0.0059,<0.001,<0.001,<0.001,<0.003,<0.002,2.19,0.730,--,--,0.0101,0.14,46.5,6.12,150,19.1,341,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,前進國小,2017/4/24 下午 02:35:00,4456,3.920,28.0,842,7.1,1.9,--,<90.1,374,594,52.0,1.14,0.02,74.2,1.65,0.0053,<0.001,<0.001,<0.001,<0.003,<0.002,1.93,0.650,<0.0003,<0.005,0.0121,0.15,44.9,6.21,131,16.7,322,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,前進國小,2017/3/22 下午 12:18:00,4456,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,新生國小,2017/10/21 上午 09:34:00,4457,19.880,27.8,620,6.9,6.7,--,190.4,295,430,9.7,<0.01,11.3,54.1,0.91,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,<0.005,<0.005,--,--,0.0375,<0.1,9.56,0.954,106,10.8,206,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新生國小,2017/3/29 上午 09:59:00,4457,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,高雄市,溪寮國小,2017/10/19 上午 09:35:00,4458,4.910,27.2,870,6.9,1.0,--,66.6,452,599,25.7,<0.01,8.35,141,0.94,<0.0003,<0.001,<0.001,<0.001,<0.003,0.004,0.008,0.710,--,--,0.0161,0.19,27.4,6.40,159,23.6,296,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,溪寮國小,2017/3/22 上午 09:45:00,4458,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,內埔國小,2017/10/11 上午 12:00:00,4459,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
屏東平原,屏東縣,內埔國小,2017/4/7 上午 12:00:00,4459,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
屏東平原,屏東縣,內埔國小,2017/2/23 上午 11:37:00,4459,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,井況異常，無法採樣
屏東平原,屏東縣,萬丹國小竹林分校,2017/10/30 下午 01:05:00,4460,5.509,26.4,615,7.2,1.3,--,<124.7,299,413,14.1,1.09,0.02,68.0,0.97,0.0358,<0.001,<0.001,<0.001,<0.003,<0.002,2.41,0.280,--,--,0.0193,<0.1,14.9,1.41,108,14.1,247,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,萬丹國小竹林分校,2017/4/26 下午 12:35:00,4460,5.363,26.5,715,7.2,0.7,--,<112.3,308,436,13.0,1.23,<0.01,65.1,0.95,0.0267,<0.001,<0.001,<0.001,<0.003,<0.002,2.63,0.267,<0.0003,<0.005,0.0132,<0.1,13.3,1.43,97.3,13.3,260,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,萬丹國小竹林分校,2017/2/21 下午 12:48:00,4460,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,高雄市,潮寮國小,2017/10/14 下午 01:06:00,4461,3.666,28.9,950,7.1,1.8,--,27.7,388,528,38.5,<0.01,0.22,120,1.11,0.0021,<0.001,<0.001,<0.001,<0.003,<0.002,0.060,0.702,--,--,0.0217,<0.1,57.4,5.14,125,22.7,346,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,潮寮國小,2017/4/24 下午 12:19:00,4461,4.089,30.2,924,7.2,2.6,--,51.8,328,654,29.7,0.02,1.36,111,1.70,0.0026,<0.001,<0.001,<0.001,<0.003,<0.002,0.252,0.573,<0.0003,<0.005,<0.006,0.12,81.9,4.97,110,18.8,353,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,潮寮國小,2017/2/22 下午 01:21:00,4461,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,佳佐國小,2017/10/26 下午 01:04:00,4462,9.074,27.9,486,6.8,5.2,--,146.0,230,296,9.7,<0.01,11.2,40.3,0.59,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,<0.005,<0.005,--,--,<0.006,0.10,6.74,1.52,70.3,13.2,147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,佳佐國小,2017/3/30 下午 12:19:00,4462,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,潮州國小,2017/10/30 下午 02:21:00,4463,4.746,28.2,545,6.7,2.1,--,102.1,240,331,9.5,<0.01,2.91,46.8,0.88,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.307,--,--,0.0198,0.20,16.6,3.89,77.7,15.3,204,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,潮州國小,2017/3/23 下午 02:49:00,4463,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,仙吉國小,2017/10/27 下午 01:13:00,4464,3.930,28.5,651,7.0,1.2,--,74.2,323,360,16.0,0.11,0.56,60.2,1.04,0.0050,<0.001,<0.001,<0.001,<0.003,<0.002,0.022,0.561,--,--,<0.006,0.11,19.6,2.95,114,13.7,277,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,仙吉國小,2017/5/18 下午 12:35:00,4464,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,高雄市,中芸國小,2017/10/14 下午 03:05:00,4465,3.215,29.3,39600,7.1,1.5,--,78.6,4640,29100,15600,1.55,0.03,2280,1.91,0.0146,<0.001,<0.001,<0.001,<0.003,0.005,2.67,1.98,--,--,0.0093,0.51,8380,312,429,912,184,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,中芸國小,2017/5/25 下午 02:55:00,4465,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,溪北國小,2017/10/11 上午 12:00:00,4466,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
屏東平原,屏東縣,溪北國小,2017/2/6 上午 12:00:00,4466,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
屏東平原,屏東縣,昌隆國小,2017/10/27 下午 02:20:00,4467,4.050,28.4,720,6.8,2.1,--,<50.6,342,528,18.7,0.01,3.23,69.5,0.84,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,1.83,1.22,--,--,<0.006,0.11,14.2,5.29,107,23.9,264,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,昌隆國小,2017/4/18 下午 03:02:00,4467,5.630,27.9,686,6.9,1.4,--,<18.4,350,510,16.3,0.02,2.64,73.0,1.41,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.958,1.20,<0.0003,<0.005,0.0431,0.14,12.7,5.17,106,25.7,273,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,昌隆國小,2017/2/18 下午 02:51:00,4467,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,僑德國小,2017/10/20 上午 11:08:00,4469,1.105,27.6,673,6.7,1.2,--,55.3,281,433,34.8,<0.01,7.02,88.2,0.85,0.0005,<0.001,<0.001,<0.001,<0.003,<0.002,0.009,0.065,--,--,0.0138,<0.1,35.6,1.25,72.0,27.9,178,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,僑德國小,2017/5/26 上午 11:34:00,4469,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,新南國小,2017/10/21 下午 01:06:00,4479,5.325,27.1,727,7.2,4.7,--,148.6,358,530,13.3,<0.01,12.1,101,0.69,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,--,--,0.0119,0.11,9.66,2.81,126,14.6,221,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新南國小,2017/5/15 下午 01:18:00,4479,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,新南國小,2017/4/21 上午 10:48:00,4479,11.160,27.7,670,7.1,4.6,--,185.7,339,459,11.6,0.02,10.3,101,1.04,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,<0.0003,<0.005,0.0283,0.14,9.71,2.70,122,13.8,225,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,廣安國小,2017/10/30 下午 02:33:00,4501,5.500,26.9,1240,6.7,2.6,--,159.2,659,973,54.3,<0.01,9.43,306,1.21,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,4.11,--,--,0.0244,0.13,27.7,4.32,234,31.6,287,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,廣安國小,2017/4/26 下午 02:35:00,4501,5.982,28.0,1480,6.5,1.5,--,122.9,692,1020,58.9,<0.01,11.2,325,0.93,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.007,4.39,<0.0003,<0.005,0.0154,0.13,29.0,4.11,254,34.6,295,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,廣安國小,2017/2/21 下午 02:00:00,4501,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,新興國小,2017/10/27 下午 04:08:00,4508,5.087,27.5,958,6.9,1.3,--,142.8,473,574,35.9,<0.01,6.57,125,0.94,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.907,--,--,0.0301,0.12,26.3,13.9,170,23.5,331,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新興國小,2017/5/18 下午 03:44:00,4508,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,新興國小,2017/4/25 下午 02:24:00,4508,5.555,27.7,952,6.9,2.9,--,122.4,495,703,36.5,<0.01,6.85,140,0.77,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.824,<0.0003,<0.005,0.0204,0.14,25.4,13.0,157,23.1,361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,四林國小(原為泗林國小),2017/10/26 下午 02:47:00,4514,3.995,27.5,532,6.9,7.7,--,136.9,268,330,3.7,<0.01,5.36,32.9,0.67,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,--,--,<0.006,<0.1,5.79,0.990,87.4,14.6,219,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,四林國小(原為泗林國小),2017/3/30 下午 02:01:00,4514,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,潮東國小崙川分校,2017/10/26 上午 10:56:00,4516,26.120,27.0,430,7.5,6.8,--,73.9,211,260,1.9,<0.01,1.27,51.9,0.48,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.018,<0.005,--,--,0.0151,<0.1,5.72,0.786,59.2,16.1,163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,潮東國小崙川分校,2017/2/23 上午 11:09:00,4516,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,0.00640,<0.002,<0.002,<0.002,<0.002,0.0236,0.00253,0.00464,0.00452,0.00618,<0.002,<0.002,0.00711,<0.002,<0.002,<0.002
屏東平原,屏東縣,餉潭國小,2017/10/26 下午 05:47:00,4522,12.843,26.9,256,6.5,7.1,--,150.2,102,156,5.9,<0.01,5.03,16.6,0.58,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,--,--,0.0205,0.11,10.1,0.661,24.7,10.5,82.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,餉潭國小,2017/2/23 下午 02:39:00,4522,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
